Curve,b0,A,umax,L,z,umax.lw,umax.up,umax.lw.FI,umax.up.FI
syn3B_1,0.469,110.3961,0.8276,50.7556,-0.753,NA,NA,-1.1273,2.7825
syn3B_2,-2.1349,361.8008,0.7522,101.1969,-0.2071,0.0973,2.1562,-0.4613,1.9658
syn3B_3,0.4792,87.1041,0.7215,50.1624,-0.8043,NA,NA,-0.9424,2.3854
syn3B_4,-0.7203,16.2169,0.3524,31.8127,0.0138,0.1682,0.6554,-0.1703,0.8751
