Curve,b0,A,umax,L,z,umax.lw,umax.up,umax.lw.FI,umax.up.FI
B2,0.0231,1.4435,0.2,12.6068,-3.5077,0.1938,0.2065,0.1937,0.2064
B3,0.0387,1.5832,0.1968,12.7563,-3.2939,0.1901,0.2039,0.19,0.2037
B4,0.0285,-1.5564,0.1977,13.4034,-3.3675,0.1912,0.2045,0.191,0.2043
B5,0.0384,1.5202,0.1921,11.6582,-3.3423,0.1856,0.1991,0.1854,0.1988
B6,0.0479,1.4082,0.181,11.5987,-3.1245,0.1724,0.1904,0.1721,0.19
B7,0.0535,1.5223,0.1841,9.2362,-3.2498,0.1772,0.1914,0.177,0.1911
B8,0.0515,1.5144,0.1909,10.6194,-3.3311,0.1848,0.1973,0.1847,0.1972
B9,0.0906,1.477,0.1989,11.587,-3.5655,0.1935,0.2046,0.1934,0.2045
B10,0.1015,1.4063,0.2007,9.6802,-3.6572,0.1954,0.2063,0.1953,0.2061
B11,0.0494,1.3102,0.1704,9.9739,-3.7907,0.1664,0.1746,0.1663,0.1745
C2,0.0792,1.5885,0.2251,6.7718,-3.5236,0.219,0.2314,0.2189,0.2312
C3,0.056,-1.5264,0.1906,8.5273,-3.2813,0.1838,0.1978,0.1837,0.1976
C4,0.0634,1.5114,0.1963,9.2311,-3.3304,0.1894,0.2035,0.1893,0.2033
C5,0.038,1.3552,0.1715,9.5973,-3.3453,0.165,0.1785,0.1648,0.1783
C6,0.0293,1.1956,0.1586,8.5638,-3.3157,0.1512,0.1665,0.151,0.1662
C7,0.0454,1.294,0.1592,11.2101,-3.3226,0.1528,0.1659,0.1527,0.1657
C8,0.0499,1.4831,0.1901,9.3565,-3.4338,0.1845,0.1959,0.1844,0.1958
C9,0.0436,1.3677,0.1808,14.8648,-3.6048,0.1757,0.1862,0.1756,0.186
C10,0.0637,1.4355,0.1917,9.06,-3.7177,0.1871,0.1966,0.1871,0.1964
C11,0.0512,1.2333,0.1671,11.0479,-3.7803,0.1628,0.1716,0.1627,0.1715
D2,0.0611,1.5798,0.2208,8.4173,-3.3519,0.2134,0.2286,0.2132,0.2283
D3,0.0492,1.3872,0.1771,9.9206,-3.3457,0.1705,0.1841,0.1703,0.1838
D4,0.0578,-1.4432,0.1906,9.5576,-3.3551,0.1838,0.1979,0.1836,0.1976
D5,0.069,1.5107,0.196,8.9945,-3.31,0.1891,0.2034,0.1889,0.2031
D6,0.0381,1.2703,0.1677,8.5582,-3.2158,0.1596,0.1764,0.1593,0.176
D7,0.0362,1.3375,0.1602,11.2537,-3.2861,0.1537,0.1671,0.1535,0.1669
D8,0.0755,1.4548,0.1892,10.0521,-3.4272,0.1835,0.1953,0.1834,0.1951
D9,0.0793,1.2779,0.178,10.3446,-3.8106,0.1736,0.1826,0.1736,0.1825
D10,0.0583,1.4417,0.191,9.1683,-3.677,0.1863,0.196,0.1862,0.1959
D11,0.0531,1.4391,0.1794,8.2866,-3.7759,0.1755,0.1834,0.1754,0.1833
E2,0.0637,1.5121,0.2145,7.6831,-3.4507,0.2078,0.2215,0.2077,0.2213
E3,0.0387,1.348,0.1722,10.4439,-3.377,0.1658,0.1791,0.1656,0.1788
E4,0.0657,1.3735,0.1844,9.6961,-3.3578,0.1774,0.1918,0.1773,0.1915
E5,0.048,-1.3396,0.1721,10.0763,-3.3651,0.1655,0.1791,0.1654,0.1788
E6,0.0361,1.4392,0.1789,7.8974,-3.097,0.1706,0.1879,0.1703,0.1876
E7,0.0431,1.3986,0.1693,11.3662,-3.2627,0.1627,0.1764,0.1625,0.1762
E8,0.0586,1.453,0.1891,8.8012,-3.4957,0.1838,0.1947,0.1837,0.1946
E9,0.061,1.4169,0.1871,9.4919,-3.6498,0.1822,0.1922,0.1821,0.1921
E10,0.0578,1.3062,0.1838,10.3343,-3.6422,0.1785,0.1893,0.1784,0.1892
E11,0.0532,1.3451,0.1688,8.7871,-3.7547,0.1648,0.1729,0.1647,0.1728
F2,0.0638,1.3391,0.2042,9.4063,-3.4893,0.1971,0.2117,0.1969,0.2114
F3,0.0492,1.4811,0.1909,11.5688,-3.377,0.1845,0.1977,0.1843,0.1975
F4,0.0557,1.5048,0.1984,10.5129,-3.4074,0.1919,0.2052,0.1918,0.205
F5,0.0242,1.4163,0.1762,11.0304,-3.3795,0.17,0.1827,0.1698,0.1825
F6,0.0304,1.4037,0.1769,8.3611,-3.1638,0.1689,0.1855,0.1686,0.1851
F7,0.0264,1.3072,0.1519,15.9725,-3.3311,0.1464,0.1578,0.1463,0.1576
F8,0.058,1.5583,0.1967,9.1819,-3.42,0.1911,0.2025,0.191,0.2023
F9,0.0544,-1.3959,0.1878,11.2757,-3.5932,0.1824,0.1933,0.1824,0.1932
F10,0.0599,1.4469,0.1955,10.5438,-3.5271,0.1898,0.2015,0.1897,0.2013
F11,0.0498,-1.3571,0.1705,8.6968,-3.7472,0.1665,0.1747,0.1664,0.1746
G2,0.052,-1.5236,0.2162,10.3718,-3.508,0.2099,0.2228,0.2098,0.2226
G3,0.0424,-1.4317,0.1824,12.7632,-3.4369,0.1764,0.1887,0.1763,0.1885
G4,0.0465,-1.4621,0.1908,11.8873,-3.4649,0.1848,0.1972,0.1847,0.197
G5,0.0222,1.4398,0.1783,10.9636,-3.3677,0.172,0.1849,0.1719,0.1847
G6,0.0248,1.4332,0.1761,8.0762,-3.0711,0.1675,0.1853,0.1672,0.1849
G7,0.03,-1.6311,0.1854,15.8427,-3.191,0.1791,0.192,0.179,0.1918
G8,0.0439,1.4979,0.1851,11.7324,-3.344,0.1792,0.1913,0.179,0.1911
G9,0.0655,1.3051,0.1847,12.5406,-3.5667,0.1789,0.1908,0.1788,0.1906
G10,0.0414,1.3874,0.1902,14.7571,-3.485,0.1841,0.1966,0.184,0.1964
G11,0.0348,1.3777,0.183,11.4067,-3.6078,0.1778,0.1883,0.1777,0.1882
