Curve,b0,A,umax,L,z,umax.lw,umax.up,umax.lw.FI,umax.up.FI
B2,0.0376,1.5906,0.262,14.1258,-3.2722,0.2524,0.2723,0.2521,0.2719
B3,0.031,-1.5532,0.254,12.6083,-3.3721,0.2454,0.263,0.2452,0.2627
B4,0.0652,1.5622,0.2652,11.7497,-3.2859,0.2554,0.2756,0.2552,0.2752
B5,0.0235,1.5113,0.2059,11.4875,-3.3679,0.1965,0.216,0.1963,0.2156
B6,0.0317,-1.5078,0.1954,10.8002,-3.4193,0.1868,0.2047,0.1865,0.2043
B7,0.0536,1.5461,0.2263,8.111,-3.2094,0.2167,0.2366,0.2164,0.2362
B8,0.0752,1.5665,0.2272,7.5909,-3.4746,0.2208,0.2339,0.2207,0.2337
B9,0.0732,1.5929,0.2472,8.2791,-3.286,0.2385,0.2563,0.2383,0.256
B10,0.0572,1.605,0.2466,8.2143,-3.3706,0.2389,0.2547,0.2387,0.2545
B11,0.064,1.5316,0.2401,10.6466,-3.206,0.2303,0.2506,0.23,0.2502
C2,0.0449,1.4489,0.2393,9.0225,-3.4303,0.2311,0.248,0.2309,0.2477
C3,0.0561,1.4492,0.2495,10.1552,-3.4955,0.2414,0.258,0.2413,0.2577
C4,0.0963,1.5289,0.2664,9.8112,-3.2448,0.2557,0.2778,0.2555,0.2774
C5,0.0358,1.4939,0.2026,8.6403,-3.4834,0.1943,0.2114,0.1941,0.211
C6,0.046,1.5679,0.2541,9.7903,-3.3193,0.2452,0.2636,0.245,0.2633
C7,0.0519,1.5922,0.234,8.7112,-3.2319,0.2249,0.2436,0.2247,0.2432
C8,0.0654,1.5089,0.2236,7.833,-3.4794,0.217,0.2305,0.2169,0.2303
C9,0.0594,1.5759,0.2461,9.2461,-3.268,0.2371,0.2555,0.2369,0.2552
C10,0.0626,1.6213,0.2481,7.9488,-3.296,0.2398,0.257,0.2396,0.2567
C11,0.0443,1.4884,0.231,9.7366,-3.1941,0.2211,0.2417,0.2208,0.2412
D2,0.0353,1.5762,0.2568,12.2921,-3.3653,0.2482,0.2658,0.248,0.2655
D3,0.0582,-1.5323,0.2582,7.6707,-3.5235,0.2507,0.2662,0.2505,0.266
D4,0.044,1.6847,0.233,9.0002,-3.2122,0.2226,0.244,0.2224,0.2435
D5,0.0388,1.3422,0.2298,8.8901,-3.5827,0.2224,0.2377,0.2222,0.2374
D6,0.0294,1.5436,0.2473,13.3155,-3.3554,0.2388,0.2562,0.2386,0.2559
D7,0.0591,1.6,0.2303,8.1296,-3.2203,0.221,0.2402,0.2208,0.2398
D8,0.0615,1.5947,0.2301,7.6609,-3.5122,0.224,0.2365,0.2239,0.2363
D9,0.0402,1.5685,0.2395,10.5844,-3.3008,0.2312,0.2483,0.231,0.2481
D10,0.0536,1.5077,0.2395,8.0559,-3.4255,0.2319,0.2476,0.2317,0.2474
D11,0.0688,1.6523,0.254,8.1916,-3.2748,0.2454,0.263,0.2452,0.2627
E2,0.0486,1.5299,0.2492,9.2443,-3.4731,0.2416,0.2572,0.2414,0.257
E3,0.0561,-1.6006,0.2576,8.6288,-3.3245,0.249,0.2667,0.2488,0.2664
E4,0.0789,1.3714,0.2472,10.2649,-3.5728,0.2394,0.2555,0.2392,0.2552
E5,0.042,1.508,0.2555,9.3173,-3.4109,0.2468,0.2646,0.2467,0.2643
E6,0.0377,1.5199,0.2441,12.0237,-3.4177,0.2361,0.2524,0.236,0.2521
E7,0.0516,1.6036,0.2345,8.1546,-3.2102,0.2252,0.2443,0.225,0.2439
E8,0.0619,1.5966,0.2291,7.9453,-3.4281,0.2224,0.2361,0.2223,0.2359
E9,0.0579,1.6049,0.2479,8.741,-3.3556,0.24,0.2562,0.2398,0.256
E10,0.0514,1.4981,0.2354,8.4475,-3.4366,0.228,0.2432,0.2278,0.243
E11,0.0632,1.6618,0.2437,8.3692,-3.0801,0.2333,0.2548,0.233,0.2543
F2,0.0627,-1.5258,0.2645,8.8799,-3.3236,0.2547,0.2749,0.2544,0.2745
F3,0.0607,1.5614,0.2571,8.0617,-3.2933,0.2477,0.2671,0.2475,0.2667
F4,0.0425,1.4069,0.2407,10.797,-3.5068,0.2328,0.249,0.2326,0.2487
F5,0.0584,1.5286,0.2558,7.8793,-3.5054,0.2481,0.2638,0.248,0.2636
F6,0.0352,1.5131,0.247,12.9605,-3.3924,0.2387,0.2559,0.2385,0.2556
F7,0.0635,1.6654,0.2402,7.864,-3.1773,0.2309,0.2499,0.2307,0.2496
F8,0.0701,1.5548,0.2272,7.7886,-3.5379,0.2211,0.2335,0.221,0.2334
F9,0.075,1.7124,0.2579,7.8509,-3.2965,0.2498,0.2664,0.2496,0.2661
F10,0.0496,1.4657,0.2321,8.6686,-3.4112,0.2243,0.2403,0.2241,0.24
F11,0.1102,1.761,0.2557,6.6936,-3.2791,0.2481,0.2637,0.2479,0.2634
G2,0.0846,1.6999,0.2615,8.1853,-3.2648,0.2529,0.2706,0.2528,0.2703
G3,0.0488,1.5373,0.2518,8.6821,-3.3299,0.2429,0.2612,0.2426,0.2609
G4,0.0301,-1.6559,0.2212,10.951,-3.3027,0.2117,0.2314,0.2114,0.231
G5,0.0672,1.5001,0.2513,7.9656,-3.4629,0.2433,0.2597,0.2431,0.2594
G6,0.036,1.5546,0.254,11.4008,-3.3901,0.2456,0.2628,0.2454,0.2626
G7,0.0569,-1.4723,0.2266,9.8864,-3.2033,0.2167,0.2372,0.2165,0.2368
G8,0.0417,1.5278,0.226,10.1988,-3.409,0.2189,0.2334,0.2187,0.2332
G9,0.0346,1.4063,0.2211,12.5017,-3.3351,0.2126,0.2301,0.2124,0.2297
G10,0.0518,1.702,0.2535,9.7513,-3.3045,0.2456,0.2618,0.2454,0.2616
G11,0.0507,1.5816,0.241,10.8325,-3.1223,0.2306,0.252,0.2303,0.2516
