Curve,b0,A,umax,L,z,umax.lw,umax.up,umax.lw.FI,umax.up.FI
D6,0.0424,1.618,0.2783,8.6509,-3.4665,0.27,0.287,0.2698,0.2867
D7,0.0664,1.611,0.2524,9.8638,-3.1863,0.2425,0.2629,0.2422,0.2625
D8,0.0339,1.6341,0.2388,11.2502,-3.1474,0.2284,0.2499,0.2282,0.2495
D9,0.0295,1.5868,0.2483,14.3385,-3.3132,0.2396,0.2574,0.2395,0.2571
D10,0.0501,1.5287,0.2437,9.5928,-3.3601,0.2354,0.2523,0.2352,0.2521
D11,0.0443,1.552,0.232,8.7297,-3.188,0.2217,0.2429,0.2215,0.2425
E2,0.0437,1.4824,0.2683,9.2165,-3.4474,0.2591,0.2779,0.2589,0.2776
E3,0.0621,-1.5044,0.2687,8.5865,-3.5132,0.2604,0.2775,0.2603,0.2772
E4,0.0339,1.5965,0.2403,8.2506,-3.3209,0.2296,0.2517,0.2293,0.2512
E5,0.05,1.6471,0.2514,8.3088,-3.282,0.2429,0.2604,0.2427,0.2601
E6,0.0299,1.5267,0.2649,10.758,-3.4658,0.2564,0.2738,0.2562,0.2735
E7,0.041,1.5161,0.2447,10.2323,-3.2428,0.2349,0.255,0.2347,0.2546
E8,0.0484,1.7792,0.231,8.4321,-3.163,0.2209,0.2418,0.2207,0.2414
E9,0.0356,-1.4352,0.232,12.8625,-3.3654,0.2234,0.241,0.2232,0.2407
E10,0.0541,-1.5564,0.2458,8.6837,-3.3757,0.2379,0.2542,0.2377,0.254
E11,0.0314,1.4894,0.1958,8.9151,-3.3745,0.1871,0.2052,0.1869,0.2048
F2,0.0509,1.5527,0.2771,8.6828,-3.4194,0.2679,0.2868,0.2677,0.2865
F3,0.0615,1.6087,0.2757,7.4316,-3.4362,0.2673,0.2846,0.2671,0.2844
F4,0.0543,1.5141,0.2761,8.3708,-3.4627,0.2671,0.2856,0.2669,0.2853
F5,0.0382,1.5579,0.2399,9.2618,-3.3166,0.2316,0.2486,0.2314,0.2483
F6,0.0383,1.6435,0.2757,9.4133,-3.4387,0.2675,0.2843,0.2673,0.2841
F7,0.0541,1.5918,0.2494,9.5633,-3.1914,0.2397,0.2598,0.2395,0.2594
F8,0.0467,1.6505,0.2301,8.8658,-3.2106,0.2202,0.2407,0.2199,0.2403
F9,0.0381,1.5419,0.2459,12.1902,-3.334,0.2372,0.255,0.237,0.2547
F10,0.0528,-1.5408,0.2449,9.027,-3.3535,0.2366,0.2536,0.2364,0.2533
F11,0.0473,1.5849,0.2324,8.2318,-3.2031,0.2224,0.2431,0.2222,0.2426
G1,0.0131,1.6626,0.2563,28.7587,-3.2226,0.2464,0.2668,0.2461,0.2665
G2,0.0419,-1.5697,0.275,9.5294,-3.3948,0.2658,0.2846,0.2656,0.2844
G3,0.0482,1.5128,0.2668,9.2532,-3.4741,0.2582,0.2758,0.258,0.2755
G4,0.0474,1.5921,0.2818,8.4706,-3.46,0.2731,0.2909,0.2729,0.2906
G5,0.0428,1.5706,0.2418,9.2493,-3.2766,0.2331,0.251,0.2329,0.2507
G6,0.0492,1.5381,0.2678,8.9296,-3.4682,0.2594,0.2767,0.2592,0.2764
G7,0.0456,1.5117,0.2364,14.4015,-3.228,0.2269,0.2464,0.2267,0.246
G8,0.0386,1.5776,0.2393,13.0763,-3.2022,0.23,0.2492,0.2297,0.2489
G9,0.0318,1.5245,0.2424,14.2863,-3.3458,0.2339,0.2514,0.2337,0.2511
G10,0.0342,-1.4789,0.2367,13.7427,-3.2566,0.2274,0.2466,0.2271,0.2463
G11,0.0303,1.585,0.2383,12.1805,-3.1691,0.2284,0.2489,0.2281,0.2485
H1,0.0061,1.675,0.6566,38.4539,-4.2235,0.6427,0.671,0.6425,0.6707
