Curve,b0,A,umax,L,z,umax.lw,umax.up,umax.lw.FI,umax.up.FI
B2,0.0286,1.6315,0.2534,14.5262,-3.2641,0.2445,0.2627,0.2443,0.2624
B3,0.0348,1.6597,0.2498,12.3798,-3.3629,0.2421,0.2578,0.2419,0.2576
B4,0.0374,1.4914,0.2466,9.8723,-3.5155,0.2391,0.2544,0.2389,0.2542
B5,0.0012,-0.0235,-0.3196,0.3857,-4.2304,NA,NA,-1.4133,0.7742
B6,0.0524,-1.5124,0.2463,12.7306,-3.437,0.2384,0.2546,0.2382,0.2544
B7,0.0492,-1.4702,0.1718,12.3368,-3.4232,0.1668,0.177,0.1667,0.1769
B8,0.0766,-1.6476,0.1758,12.2891,-3.0444,0.1684,0.1836,0.1682,0.1833
B9,0.0545,1.6025,0.1885,13.7013,-3.1783,0.1819,0.1955,0.1817,0.1953
B10,0.0449,1.6943,0.1871,12.7871,-3.2014,0.1814,0.1932,0.1813,0.193
B11,0.0387,1.5907,0.1933,14.6536,-3.1287,0.1861,0.201,0.1859,0.2008
C2,0.0472,-1.5004,0.2484,9.7971,-3.4002,0.24,0.2572,0.2398,0.257
C3,0.0816,-1.5996,0.2565,9.1978,-3.3683,0.2481,0.2653,0.2479,0.265
C4,0.0504,1.4459,0.2419,9.4772,-3.5119,0.2343,0.2499,0.2342,0.2497
C5,0.0451,1.4547,0.2482,9.472,-3.4656,0.24,0.2568,0.2398,0.2566
C6,0.0345,-1.4162,0.2332,12.2738,-3.4572,0.2252,0.2415,0.2251,0.2413
C7,0.0407,-1.5344,0.1812,14.5291,-3.283,0.1754,0.1874,0.1752,0.1872
C8,0.0377,-1.6307,0.1702,14.8681,-3.1054,0.1638,0.1769,0.1637,0.1767
C9,0.0362,1.5803,0.1816,15.9516,-3.1181,0.1747,0.1889,0.1746,0.1886
C10,0.0611,1.6367,0.1824,12.9794,-3.1825,0.1763,0.1889,0.1762,0.1887
C11,0.0407,-1.6218,0.1931,14.505,-3.1319,0.1861,0.2006,0.1859,0.2003
D2,0.0554,1.5143,0.2507,10.2923,-3.374,0.242,0.2598,0.2418,0.2595
D3,0.0254,1.3611,0.2216,13.4719,-3.4704,0.2138,0.2298,0.2136,0.2295
D4,0.0851,-1.425,0.2474,8.5299,-3.6501,0.2405,0.2545,0.2404,0.2544
D5,0.0508,-1.4516,0.2516,9.3668,-3.4255,0.2428,0.2608,0.2426,0.2605
D6,0.0491,1.3261,0.2313,10.6891,-3.5607,0.2236,0.2394,0.2234,0.2391
D7,0.0465,1.5107,0.1819,15.5099,-3.2749,0.1758,0.1883,0.1757,0.1881
D8,0.0575,1.6458,0.1631,12.8149,-3.0905,0.1561,0.1706,0.1559,0.1703
D9,0.0794,1.4822,0.1882,11.1549,-3.2634,0.1816,0.1951,0.1814,0.1949
D10,0.0508,1.5823,0.1787,12.4175,-3.2086,0.1727,0.185,0.1726,0.1848
D11,0.0553,1.6064,0.1973,11.3551,-3.2536,0.191,0.204,0.1909,0.2038
E2,0.0389,1.5201,0.2473,11.0949,-3.3583,0.2387,0.2563,0.2385,0.256
E3,0.0328,-1.4966,0.241,11.3189,-3.458,0.2333,0.2491,0.2331,0.2489
E4,0.0287,1.5066,0.2346,13.8265,-3.4086,0.2269,0.2428,0.2267,0.2425
E5,0.0486,1.5629,0.2604,9.7548,-3.3434,0.2514,0.2699,0.2512,0.2696
E6,0.0663,1.4373,0.2436,10.4934,-3.5303,0.236,0.2516,0.2359,0.2514
E7,0.038,-1.6325,0.1875,15.8459,-3.1593,0.181,0.1944,0.1808,0.1941
E8,0.0537,1.6447,0.1678,12.1877,-3.0605,0.1607,0.1754,0.1605,0.1752
E9,0.0527,1.5788,0.1876,13.4668,-3.1632,0.1808,0.1948,0.1806,0.1946
E10,0.0433,1.478,0.1723,12.4252,-3.222,0.166,0.1789,0.1659,0.1787
E11,0.0748,-1.5509,0.1964,10.7774,-3.2707,0.19,0.2032,0.1899,0.203
F2,0.0396,-1.5844,0.2532,10.8548,-3.3471,0.2448,0.2621,0.2446,0.2618
F3,0.0677,1.435,0.2418,11.9266,-3.5646,0.2344,0.2494,0.2343,0.2492
F4,0.0388,1.4207,0.2332,10.7423,-3.5327,0.2259,0.2409,0.2258,0.2406
F5,0.059,1.5885,0.2625,8.9351,-3.3907,0.2541,0.2713,0.2539,0.271
F6,0.051,1.5312,0.2385,10.6384,-3.3625,0.2305,0.247,0.2303,0.2467
F7,0.0494,1.5833,0.1671,10.581,-3.583,0.1634,0.1708,0.1634,0.1707
F8,0.0479,1.6393,0.1736,12.4521,-3.1133,0.1671,0.1806,0.1669,0.1803
F9,0.0714,1.6126,0.1917,12.3075,-3.1671,0.1849,0.1989,0.1847,0.1986
F10,0.0374,1.4926,0.1698,14.662,-3.2424,0.164,0.1758,0.1639,0.1757
F11,0.0633,1.5694,0.1971,11.7234,-3.1794,0.1899,0.2047,0.1898,0.2045
G2,0.0472,1.5799,0.256,9.7371,-3.3708,0.2476,0.2648,0.2475,0.2645
G3,0.0607,1.5074,0.2464,10.3165,-3.3788,0.2379,0.2555,0.2377,0.2552
G4,0.0571,-1.4778,0.2454,10.9628,-3.4894,0.2376,0.2536,0.2374,0.2533
G5,0.0703,-1.5158,0.2615,9.2619,-3.4021,0.2526,0.2708,0.2524,0.2705
G6,0.0323,1.3432,0.2235,10.7328,-3.5511,0.2162,0.2312,0.216,0.231
G7,0.0378,1.5948,0.1856,16.0497,-3.1937,0.1793,0.1923,0.1791,0.1921
G8,0.0266,1.7401,0.1632,17.5338,-3.0826,0.1568,0.17,0.1567,0.1698
G9,0.0371,1.5907,0.1876,14.9678,-3.1495,0.1808,0.1948,0.1807,0.1945
G10,0.0382,1.6337,0.1795,15.4563,-3.1575,0.1734,0.186,0.1732,0.1858
G11,0.0582,1.6093,0.2,15.2872,-3.2053,0.1932,0.2071,0.193,0.2069
