Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
2.0,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.001,0.021,0.009,0.017,0.015,0.017,0.006,0.021,0.011,0.007,0.002,0.001,-0.001,0.021,0.023,0.051,0.013,0.007,0.002,0.02,0.007,0.01,0.001,0,-0.002,0.018,0.011,0.034,0,0.005,0.006,0.006,0.015,0.016,0.001,0,-0.001,0.02,0.016,0.012,-0.007,0.005,0.006,0.01,0.014,0.02,0,0,-0.001,0.012,0.023,-0.001,-0.002,0.003,-0.002,0.011,0.008,0,0.001,0,-0.001,0.02,0.04,0.003,-0.007,0.002,-0.001,0.012,0.007,0,0.002,0.001,0,-0.002,0,0,-0.001,0.002,-0.002,-0.001,-0.001,-0.001,-0.004,0.004
2.2,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.001,0.022,0.009,0.019,0.016,0.017,0.006,0.022,0.012,0.007,0.003,0.001,-0.001,0.022,0.025,0.053,0.013,0.008,0.002,0.022,0.007,0.01,0.001,0,-0.002,0.019,0.011,0.037,0.001,0.006,0.007,0.007,0.016,0.016,0.001,0,-0.001,0.021,0.017,0.013,-0.007,0.005,0.006,0.011,0.016,0.02,0,0,-0.001,0.012,0.025,-0.001,-0.001,0.004,-0.002,0.012,0.008,0,0.001,0,-0.001,0.02,0.042,0.003,-0.007,0.002,-0.001,0.014,0.008,0.001,0.003,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.004,0.004
2.4,-0.001,0,0.002,0.001,-0.001,0.005,0.003,0,0,0,0.001,0,-0.002,0.023,0.01,0.019,0.017,0.018,0.006,0.023,0.012,0.008,0.002,0.002,-0.001,0.023,0.027,0.055,0.015,0.009,0.002,0.022,0.008,0.011,0.001,0,-0.002,0.019,0.013,0.041,0.001,0.006,0.008,0.008,0.018,0.016,0.002,0,-0.001,0.021,0.019,0.014,-0.007,0.005,0.006,0.013,0.017,0.021,0.001,0,-0.001,0.013,0.027,-0.001,-0.001,0.005,-0.002,0.013,0.01,0.001,0.001,0,-0.001,0.021,0.045,0.003,-0.006,0.002,-0.001,0.014,0.009,0.001,0.003,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.003,0.004
2.6,-0.001,0,0.002,0.001,-0.001,0.005,0.003,0,0,0,0.001,0,-0.001,0.024,0.011,0.019,0.018,0.019,0.006,0.024,0.013,0.008,0.002,0.002,-0.001,0.024,0.029,0.057,0.016,0.01,0.002,0.022,0.008,0.011,0.001,0,-0.002,0.021,0.014,0.045,0.001,0.007,0.009,0.009,0.019,0.016,0.002,0,-0.001,0.022,0.021,0.016,-0.007,0.006,0.008,0.015,0.018,0.021,0.001,0,-0.001,0.013,0.03,0,0,0.007,-0.002,0.015,0.011,0.001,0.001,0,-0.001,0.023,0.047,0.003,-0.006,0.002,-0.001,0.015,0.01,0.001,0.003,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.001,-0.001,-0.001,-0.003,0.004
2.8,-0.001,0,0.002,0.001,-0.001,0.005,0.003,0,0,0,0.001,0,-0.002,0.026,0.012,0.021,0.019,0.02,0.007,0.025,0.013,0.009,0.003,0.002,-0.001,0.026,0.032,0.061,0.017,0.011,0.003,0.023,0.009,0.012,0.001,0,-0.002,0.022,0.016,0.049,0.001,0.007,0.01,0.01,0.021,0.017,0.002,0,-0.001,0.024,0.023,0.017,-0.006,0.006,0.009,0.017,0.02,0.021,0.001,0,-0.001,0.014,0.032,0,0.001,0.005,-0.001,0.016,0.012,0.001,0.001,0,-0.001,0.024,0.05,0.003,-0.006,0.003,-0.001,0.017,0.011,0.002,0.003,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.003,0.004
3.0,-0.001,0,0.002,0.001,-0.001,0.005,0.003,0,0,0,0.001,0,-0.002,0.028,0.013,0.022,0.02,0.021,0.007,0.025,0.014,0.009,0.003,0.002,-0.001,0.028,0.035,0.064,0.018,0.011,0.003,0.023,0.01,0.013,0.001,0,-0.002,0.023,0.017,0.054,0.001,0.008,0.011,0.011,0.022,0.017,0.002,0,-0.001,0.025,0.025,0.019,-0.007,0.006,0.01,0.018,0.022,0.021,0.001,0,-0.001,0.015,0.035,0,0.001,0.005,-0.001,0.018,0.013,0.001,0.001,0,-0.001,0.026,0.053,0.003,-0.006,0.003,-0.001,0.018,0.012,0.002,0.003,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.003,0.004
3.2,-0.001,0,0.002,0.001,-0.001,0.005,0.004,0,0,0,0.001,0,-0.001,0.03,0.014,0.023,0.021,0.022,0.007,0.026,0.015,0.01,0.003,0.002,-0.001,0.029,0.039,0.069,0.019,0.012,0.003,0.024,0.01,0.013,0.001,0,-0.002,0.025,0.019,0.059,0.001,0.008,0.012,0.012,0.024,0.017,0.002,0,-0.001,0.027,0.028,0.02,-0.007,0.007,0.012,0.021,0.025,0.022,0.001,0,-0.001,0.016,0.038,0.001,0.002,0.007,0,0.02,0.014,0.002,0.002,0,-0.001,0.028,0.057,0.003,-0.006,0.004,-0.001,0.02,0.013,0.002,0.003,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.003,0.004
3.4,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.032,0.015,0.024,0.022,0.023,0.008,0.027,0.015,0.01,0.003,0.002,-0.001,0.031,0.043,0.073,0.021,0.013,0.003,0.024,0.011,0.014,0.001,0,-0.002,0.026,0.02,0.065,0.002,0.009,0.013,0.013,0.026,0.016,0.002,0,-0.001,0.028,0.03,0.022,-0.007,0.007,0.013,0.023,0.027,0.022,0.001,0,-0.001,0.018,0.041,0.001,0.002,0.008,0,0.022,0.015,0.002,0.001,0,-0.001,0.029,0.063,0.003,-0.004,0.006,-0.001,0.021,0.014,0.002,0.003,0.001,0,-0.002,0,0,-0.001,0.002,-0.002,-0.002,-0.001,-0.001,-0.002,0.004
3.6,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.035,0.017,0.025,0.023,0.024,0.008,0.029,0.016,0.011,0.003,0.002,-0.001,0.034,0.047,0.079,0.022,0.014,0.004,0.025,0.011,0.015,0.001,0,-0.002,0.028,0.022,0.073,0.002,0.01,0.014,0.015,0.028,0.016,0.002,0,-0.001,0.031,0.033,0.025,-0.007,0.008,0.014,0.025,0.029,0.022,0.001,0,-0.001,0.019,0.044,0.001,0.003,0.009,0,0.025,0.017,0.003,0.002,0.001,-0.001,0.032,0.065,0.003,-0.004,0.006,-0.001,0.023,0.015,0.002,0.003,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.002,0.004
3.8,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.038,0.018,0.027,0.025,0.025,0.009,0.03,0.017,0.011,0.003,0.002,-0.001,0.036,0.052,0.083,0.023,0.015,0.004,0.025,0.012,0.016,0.001,0,-0.002,0.03,0.023,0.082,0.002,0.01,0.016,0.016,0.031,0.016,0.002,0,-0.001,0.033,0.035,0.027,-0.007,0.008,0.016,0.028,0.033,0.023,0.001,0,-0.001,0.02,0.048,0.001,0.004,0.011,0.001,0.027,0.019,0.002,0.002,0.001,-0.001,0.034,0.071,0.003,-0.003,0.007,-0.001,0.025,0.016,0.002,0.003,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.002,0.004
4.0,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0.001,0.001,0,-0.002,0.042,0.02,0.029,0.026,0.027,0.009,0.031,0.017,0.012,0.003,0.002,-0.001,0.039,0.057,0.088,0.025,0.016,0.004,0.026,0.012,0.017,0.001,0,-0.002,0.033,0.025,0.092,0.002,0.011,0.017,0.017,0.034,0.017,0.002,0,-0.001,0.036,0.038,0.03,-0.007,0.009,0.018,0.03,0.036,0.023,0.001,0,-0.001,0.022,0.052,0.001,0.006,0.012,0.002,0.03,0.02,0.003,0.002,0.001,-0.001,0.036,0.077,0.003,-0.003,0.008,-0.001,0.027,0.017,0.003,0.003,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.002,0.004
4.2,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.045,0.022,0.031,0.028,0.028,0.01,0.033,0.018,0.013,0.003,0.002,-0.001,0.043,0.064,0.094,0.026,0.017,0.004,0.027,0.013,0.019,0.001,0,-0.002,0.036,0.027,0.104,0.003,0.012,0.019,0.018,0.038,0.017,0.002,0,-0.001,0.039,0.042,0.033,-0.006,0.01,0.02,0.034,0.04,0.024,0.001,0,-0.001,0.023,0.058,0.002,0.007,0.014,0.002,0.033,0.022,0.003,0.002,0.002,-0.001,0.039,0.083,0.003,-0.002,0.008,-0.001,0.029,0.018,0.003,0.004,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.002,0.004
4.4,-0.002,0,0.002,0,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.049,0.024,0.033,0.029,0.029,0.01,0.035,0.019,0.013,0.003,0.002,-0.001,0.047,0.071,0.101,0.027,0.018,0.004,0.027,0.014,0.02,0.001,0,-0.002,0.039,0.029,0.117,0.003,0.012,0.02,0.019,0.041,0.017,0.002,0,-0.001,0.043,0.045,0.036,-0.006,0.01,0.021,0.036,0.044,0.025,0.001,0,-0.001,0.025,0.063,0.002,0.008,0.016,0.002,0.037,0.024,0.003,0.002,0.002,-0.001,0.042,0.09,0.003,-0.001,0.009,-0.001,0.031,0.019,0.003,0.004,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.002,0.004
4.6,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.055,0.027,0.036,0.031,0.031,0.011,0.037,0.02,0.014,0.003,0.002,-0.001,0.052,0.079,0.109,0.029,0.02,0.005,0.028,0.014,0.022,0.001,0,-0.002,0.042,0.032,0.132,0.003,0.013,0.022,0.02,0.045,0.017,0.002,0,-0.001,0.048,0.049,0.04,-0.006,0.011,0.024,0.039,0.049,0.026,0.001,0,-0.001,0.028,0.068,0.002,0.009,0.017,0.003,0.041,0.026,0.003,0.002,0.001,-0.001,0.046,0.099,0.003,0,0.012,-0.001,0.034,0.021,0.003,0.004,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.002,-0.002,0.003
4.8,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.06,0.03,0.038,0.033,0.032,0.012,0.04,0.021,0.016,0.003,0.002,-0.001,0.057,0.088,0.116,0.03,0.021,0.005,0.029,0.015,0.024,0.001,0,-0.002,0.046,0.034,0.148,0.003,0.014,0.023,0.022,0.05,0.018,0.002,0,-0.001,0.053,0.054,0.045,-0.006,0.012,0.025,0.042,0.054,0.027,0.001,0,-0.001,0.03,0.075,0.002,0.011,0.019,0.004,0.044,0.028,0.003,0.002,0.002,-0.001,0.049,0.109,0.003,0.001,0.015,-0.001,0.037,0.023,0.003,0.004,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.002,0.004
5.0,-0.002,0,0.002,0.001,-0.001,0.006,0.003,0,0,0.001,0.001,0,-0.002,0.065,0.033,0.041,0.035,0.034,0.013,0.042,0.022,0.017,0.003,0.002,-0.001,0.062,0.098,0.125,0.031,0.023,0.006,0.031,0.016,0.026,0.001,0,-0.002,0.051,0.037,0.165,0.004,0.015,0.025,0.023,0.055,0.018,0.002,0,-0.001,0.058,0.058,0.05,-0.005,0.012,0.027,0.046,0.06,0.028,0.001,0,-0.001,0.032,0.082,0.002,0.012,0.02,0.004,0.048,0.031,0.004,0.002,0.002,-0.001,0.054,0.119,0.003,0.002,0.017,-0.001,0.04,0.025,0.003,0.004,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.002,-0.001,0.004
5.2,-0.002,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.072,0.037,0.045,0.037,0.036,0.013,0.044,0.022,0.018,0.003,0.002,-0.001,0.068,0.11,0.134,0.032,0.025,0.006,0.032,0.017,0.028,0.002,0,-0.002,0.056,0.04,0.185,0.004,0.016,0.026,0.025,0.061,0.019,0.003,0,-0.001,0.065,0.063,0.055,-0.005,0.013,0.028,0.05,0.066,0.03,0.001,0,-0.001,0.035,0.09,0.002,0.014,0.022,0.005,0.053,0.033,0.003,0.002,0.002,-0.001,0.058,0.13,0.003,0.003,0.018,-0.001,0.043,0.027,0.004,0.004,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.001,0.004
5.4,-0.001,0,0.002,0.001,-0.001,0.006,0.003,0,0,0,0.001,0,-0.001,0.079,0.041,0.048,0.038,0.037,0.014,0.047,0.023,0.02,0.003,0.002,-0.001,0.075,0.123,0.145,0.033,0.026,0.007,0.033,0.018,0.031,0.002,0,-0.002,0.061,0.044,0.206,0.004,0.017,0.027,0.026,0.066,0.02,0.003,0,-0.001,0.072,0.069,0.061,-0.004,0.014,0.029,0.054,0.073,0.031,0.001,0,-0.001,0.038,0.098,0.002,0.016,0.023,0.005,0.058,0.036,0.004,0.002,0.002,-0.001,0.064,0.142,0.003,0.005,0.018,-0.001,0.047,0.03,0.004,0.004,0.001,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.002,-0.001,0.004
5.6,-0.002,0,0.002,0,-0.001,0.006,0.003,0,0,0.001,0.001,0,-0.002,0.087,0.045,0.052,0.04,0.037,0.015,0.05,0.024,0.021,0.003,0.002,-0.001,0.082,0.139,0.158,0.035,0.027,0.007,0.035,0.018,0.034,0.002,0,-0.002,0.068,0.047,0.229,0.005,0.018,0.028,0.028,0.073,0.021,0.003,0,-0.001,0.081,0.074,0.068,-0.004,0.015,0.031,0.057,0.08,0.033,0.001,0,-0.001,0.042,0.106,0.003,0.018,0.025,0.006,0.063,0.038,0.003,0.002,0.001,-0.001,0.069,0.155,0.003,0.006,0.019,-0.001,0.051,0.033,0.005,0.004,0.002,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.002,-0.001,0.004
5.8,-0.002,0,0.002,0,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.095,0.049,0.057,0.042,0.038,0.016,0.053,0.025,0.023,0.003,0.002,-0.001,0.09,0.157,0.172,0.036,0.028,0.008,0.037,0.019,0.037,0.002,0,-0.002,0.075,0.051,0.252,0.005,0.02,0.029,0.029,0.08,0.023,0.003,0,-0.001,0.091,0.081,0.076,-0.003,0.016,0.032,0.062,0.089,0.035,0.001,-0.001,-0.001,0.046,0.115,0.003,0.02,0.026,0.007,0.068,0.041,0.003,0.002,0.001,-0.001,0.076,0.169,0.003,0.007,0.02,-0.001,0.055,0.036,0.005,0.004,0.002,0,-0.002,0,0,-0.002,0.002,-0.002,-0.002,-0.001,-0.001,-0.001,0.003
6.0,-0.002,0,0.002,0,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.102,0.054,0.061,0.043,0.039,0.017,0.057,0.026,0.025,0.003,0.002,-0.001,0.098,0.178,0.193,0.037,0.029,0.009,0.039,0.02,0.041,0.002,0,-0.002,0.084,0.056,0.277,0.006,0.021,0.031,0.031,0.087,0.024,0.003,0,-0.001,0.101,0.088,0.084,-0.003,0.017,0.035,0.068,0.097,0.038,0.001,0,-0.001,0.05,0.125,0.003,0.021,0.027,0.007,0.074,0.045,0.004,0.002,0.002,-0.002,0.083,0.183,0.003,0.009,0.02,-0.001,0.06,0.038,0.004,0.004,0.001,0,-0.002,0,-0.001,-0.002,0.002,-0.002,-0.002,-0.001,-0.002,0,0.003
6.2,-0.002,0,0.002,0,-0.001,0.006,0.003,0,0,0,0.001,0,-0.002,0.112,0.06,0.067,0.046,0.04,0.018,0.061,0.026,0.027,0.003,0.002,-0.001,0.108,0.199,0.211,0.039,0.03,0.009,0.041,0.021,0.045,0.002,0,-0.002,0.093,0.06,0.301,0.006,0.023,0.033,0.033,0.095,0.025,0.003,0,-0.001,0.113,0.096,0.094,-0.002,0.019,0.036,0.074,0.107,0.041,0.001,0,-0.001,0.055,0.136,0.003,0.024,0.028,0.007,0.081,0.049,0.004,0.002,0.002,-0.001,0.09,0.198,0.003,0.01,0.021,-0.001,0.065,0.041,0.004,0.004,0.002,0,-0.002,0,-0.001,-0.002,0.002,-0.002,-0.002,-0.001,-0.002,0,0.004
6.4,-0.002,0,0.002,0,-0.001,0.005,0.003,0,0,0,0.001,0,-0.002,0.122,0.067,0.074,0.047,0.041,0.02,0.065,0.027,0.03,0.003,0.002,-0.001,0.117,0.224,0.232,0.04,0.032,0.01,0.043,0.021,0.049,0.002,0,-0.002,0.102,0.066,0.325,0.006,0.024,0.035,0.036,0.104,0.027,0.003,0,-0.001,0.126,0.104,0.105,-0.002,0.02,0.038,0.08,0.118,0.044,0.001,-0.001,-0.001,0.061,0.147,0.003,0.027,0.03,0.008,0.088,0.053,0.004,0.002,0.001,-0.001,0.099,0.212,0.003,0.011,0.022,-0.001,0.069,0.044,0.005,0.004,0.002,0,-0.002,0,-0.001,-0.002,0.002,-0.003,-0.002,-0.001,-0.002,0,0.004
6.6,-0.002,0,0.002,0,-0.001,0.005,0.003,0,0,0,0.001,0,-0.002,0.131,0.074,0.081,0.05,0.043,0.021,0.069,0.028,0.032,0.003,0.002,-0.001,0.127,0.249,0.255,0.041,0.033,0.011,0.046,0.022,0.053,0.002,0,-0.002,0.113,0.073,0.351,0.007,0.026,0.036,0.038,0.113,0.029,0.003,0,-0.001,0.139,0.113,0.117,-0.002,0.021,0.04,0.089,0.128,0.047,0.001,-0.001,-0.001,0.067,0.16,0.003,0.029,0.031,0.009,0.095,0.057,0.004,0.002,0.002,-0.001,0.108,0.227,0.003,0.013,0.023,-0.001,0.076,0.047,0.005,0.004,0.002,0,-0.002,0,-0.001,-0.002,0.002,-0.003,-0.002,-0.001,-0.002,0,0.003
6.8,-0.002,0,0.002,0,-0.001,0.005,0.003,0,0,0,0.001,0,-0.002,0.143,0.082,0.09,0.052,0.044,0.022,0.074,0.029,0.035,0.003,0.002,-0.001,0.138,0.274,0.281,0.043,0.034,0.012,0.049,0.023,0.058,0.002,0,-0.002,0.125,0.079,0.373,0.008,0.028,0.038,0.041,0.124,0.031,0.003,0,-0.001,0.153,0.122,0.13,-0.001,0.023,0.043,0.099,0.141,0.051,0.001,-0.001,-0.001,0.074,0.173,0.003,0.033,0.032,0.01,0.103,0.062,0.004,0.002,0.002,-0.001,0.118,0.244,0.003,0.014,0.023,-0.001,0.082,0.051,0.005,0.004,0.002,0.001,-0.002,0,-0.001,-0.002,0.002,-0.002,-0.002,-0.001,-0.002,0,0.003
