Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.216015403,0.180418607,0.227057451,0.267595314,0,0.354256563,0.200972673,0,0.380678329,0.140727659,0.218347379,0.00836825,0.247152091,0.229185866,0.341561306,0,0.140183972,0.236891101,0.10237441,-0.041499731,0.30189773,0.153874322,0.199094296,0,0.056862862,0.332086265,0.137783702,0.00851069,0.306884279,0.223915454,0.174158246,0,0.203730361,0.18959025,0.231727295,0.008583744,0.224911898,0.160499908,0.141571898,0,-0.0102565,0,0,0.098939948,-0.035718083,0,0,0.008888947
30,0.416001307,0.373266576,0.447697872,0.497095431,0,0.620524541,0.386459505,0,0.637980799,0.300927299,0.486611366,0.00836825,0.389766199,0.413012314,0.567745914,0,0.321098069,0.306009514,0.195234763,-0.041499731,0.586317157,0.254747171,0.326521906,0.008583744,0.11304369,0.533327655,0.374693449,0.00851069,0.634306681,0.47625816,0.380772496,0,0.334329761,0.351273175,0.446287103,0.008583744,0.399547931,0.298766905,0.279838895,0,-0.0102565,0,0,0.054488185,0.025975486,0,0,0
45,0.584666538,0.550338777,0.651098944,0.681718485,0,0.802846098,0.54093261,0,0.815314815,0.456017387,0.716788944,0.00836825,0.474665642,0.531073785,0.714349388,0,0.501069449,0.345635715,0.287108514,-0.033060862,0.789658081,0.327032966,0.400502319,0.008583744,0.172969451,0.666538072,0.643646537,0.00851069,0.863492546,0.665748206,0.582351869,0,0.437811838,0.567759546,0.553439116,0.008583744,0.492968006,0.418822073,0.399894063,0.008438869,-0.0102565,0,0.00873368,0.098939948,0.00873368,-0.008658063,0,0
60,0.695946996,0.706367392,0.813106496,0.834225779,0.00836825,0.938269639,0.655917839,0,0.894587995,0.577861025,0.876265868,0.00836825,0.549327171,0.622529613,0.82354868,0,0.695571424,0.39988073,0.39315726,-0.033060862,0.924188974,0.39834764,0.461614579,0.017094433,0.235828711,0.772010941,0.881605174,0.00851069,0.99551678,0.797541979,0.781783253,0,0.528643467,0.78784499,0.627458573,0.008583744,0.543044344,0.509550926,0.508322494,0.008438869,-0.0102565,0.008163311,0,0.039220713,0.00873368,0,0,0
75,0.782492281,0.834725954,0.955511445,0.962190721,0.00836825,1.044008155,0.762140052,0.008438869,0.861721187,0.67520948,0.980230988,0.00836825,0.615438196,0.704446736,0.909122242,0,0.856272722,0.464919126,0.479136113,-0.033060862,1.034954437,0.480585739,0.525079982,0.008583744,0.291001027,0.860958427,1.073682906,0.00851069,1.090415521,0.885712105,0.934657609,0,0.600330768,0.94483565,0.682312838,0.008583744,0.590732175,0.596243375,0.600437782,0.008438869,-0.0102565,0.008163311,0,-0.016129382,0.017391743,0,0,0
90,0.857393589,0.961634806,1.077475438,1.07173927,0.00836825,1.130310664,0.860967647,0.008438869,0.822786829,0.751416089,1.076030684,0.016667052,0.68375744,0.773189888,0.989275625,0,0.95251967,0.537204921,0.55172101,-0.024692613,1.137494076,0.56430222,0.591629656,0.008583744,0.369360103,0.946889973,1.228110939,0.00851069,1.16950811,0.963793066,1.041740778,0,0.656918242,1.068997368,0.743578034,0.008583744,0.659398196,0.696326833,0.692104971,0.008438869,-0.0102565,0.008163311,0,0,-0.044850566,0,0,0
105,0.914419824,1.075534341,1.195703413,1.161017855,0,1.212630867,0.957298756,0.016807118,0.758744463,0.824175443,1.158955419,0.00836825,0.744751953,0.839147856,1.064710737,0,1.01424525,0.60722005,0.616919815,-0.033060862,1.217536784,0.639509697,0.652737642,0,0.445435676,1.017353184,1.358934843,0.00851069,1.248672983,1.037585398,1.127460443,0,0.695018088,1.160622363,0.797429529,0,0.721502406,0.789229114,0.775111118,0.008438869,-0.0102565,0.008163311,0,0.031498667,0,0,0,0
120,0.951188672,1.187101238,1.298212893,1.25059612,0.00836825,1.283346392,1.048658657,0.008438869,0.750776293,0.895634407,1.235527106,0.00836825,0.809198014,0.904095459,1.129095305,0.008298803,1.092118759,0.685961521,0.681613027,-0.041499731,1.286790378,0.692179595,0.713968508,0,0.531879033,1.06975346,1.468083794,0,1.31438178,1.108855656,1.197611148,0,0.723881007,1.230880257,0.850371948,0,0.788055027,0.875999382,0.848190319,0,-0.0102565,0.008163311,0,-0.024292693,-0.044850566,-0.008658063,0,0
135,0.985956274,1.289557308,1.388253226,1.326793634,0.00836825,1.354389815,1.134505212,-0.00851069,0.779687637,0.958924418,1.307944797,0.00836825,0.871045678,0.973701639,1.181946277,0,1.188316907,0.77227153,0.755389489,-0.041499731,1.35497189,0.741292391,0.768227099,0,0.617196267,1.11381345,1.5676685,0,1.368795201,1.180138896,1.270034555,0,0.746622861,1.295603127,0.898898989,0,0.87103414,0.95256738,0.908762465,0,-0.0102565,0.008163311,0,-0.016129382,-0.044850566,0,0,0
