Time,T,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
705,30.1,2.159780064,2.075472407,2.100683785,0.006006024,1.971509229,2.021616786,2.078086834,0.012345836,1.691337704,2.002533691,2.135493902,0.024097552,2.075121881,2.027063488,1.972498121,0,1.866844855,1.879285117,1.837210233,0.093090423,2.152138745,1.989614583,1.997399119,0.012048339,2.009431376,2.081319477,2.029291758,0.006042314,2.086682703,1.860960003,2.040975261,-0.012195273,1.83515518,1.568431942,2.026490636,-0.006079046,2.108769157,1.841949214,2.094406822,-0.006042314,1.995203282,2.036727188,1.725753431,-0.006042314,1.868913393,1.714432826,1.986653863,-0.018349139
720,30.2,2.161553114,2.080761093,2.125592822,-0.012121361,1.98759283,2.033999425,2.085739358,-0.012500163,1.709178553,2.003490628,2.140306231,0.024097552,2.076083419,2.029034903,1.973982168,0,1.872351477,1.884413334,1.841693428,0.053425167,2.153079479,1.992430165,1.999719844,0.018018506,2.012289882,2.082725617,2.031194708,0.012048339,2.090044051,1.862896112,2.045865246,-0.012195273,1.844941735,1.57118803,2.028332257,-0.006079046,2.112135354,1.843346838,2.098232747,-0.006042314,2.000001546,2.050100687,1.728911566,-0.006042314,1.891321959,1.730754009,2.000646628,-0.018349139
735,30.1,2.166412854,2.085147065,2.141412361,0.011976191,2.005267709,2.040360192,2.088873455,0,1.660062603,2.006832718,2.142224697,0.018127385,2.078003727,2.02952715,1.976450695,-0.006116227,1.880554968,1.888497055,1.848627582,0.064919546,2.156833589,1.993366933,2.000646628,0.012048339,2.014191023,2.084129783,2.033568315,0.006042314,2.090044051,1.863862763,2.048787801,-0.012195273,1.852878284,1.572105041,2.029251797,-0.006079046,2.116446738,1.844277504,2.102044091,-0.012121361,2.002174988,2.066907806,1.728461014,-0.012121361,1.91093043,1.74179368,2.012159535,-0.018349139
750,30.1,2.167293911,2.087769444,2.152560748,0.023810649,2.020367515,2.046230608,2.091552028,0.00619197,1.597542246,2.009213105,2.143661134,0.024097552,2.0789625,2.032966112,1.979896429,-0.012270093,1.887610628,1.894085081,1.854042313,0.064919546,2.157769919,1.995705021,2.002035196,0.012048339,2.016088557,2.08553198,2.034989779,0.006042314,2.092438115,1.86627531,2.052186687,-0.012195273,1.857697571,1.574393895,2.02971125,-0.006079046,2.117879745,1.84567188,2.104893096,-0.006042314,2.004776897,2.079441542,1.735645598,-0.006042314,1.922422168,1.748632092,2.017183523,-0.018349139
765,30.1,2.166853479,2.089513884,2.159631038,0.017910927,2.026705246,2.049377385,2.092443294,0,1.604283262,2.011113343,2.144617615,0.024097552,2.079441542,2.033456428,1.981369544,-0.012270093,1.894079653,1.897624908,1.860403969,0.098630603,2.159639952,1.997105255,2.003421838,0.012048339,2.017035975,2.086465687,2.035936301,0,2.093394138,1.865793266,2.055090852,-0.012195273,1.860752341,1.576221214,2.031088345,-0.006079046,2.121215464,1.846600385,2.107734007,-0.006042314,2.006075318,2.087416772,1.750302756,-0.012121361,1.929254351,1.754069351,2.023088605,-0.018349139
780,30,2.167293911,2.09082022,2.1657768,0.017910927,2.032554531,2.052066764,2.094223446,0.00619197,1.646778275,2.014430095,2.145095512,0.035932009,2.081833315,2.03443634,1.983819925,-0.012270093,1.906893497,1.900649104,1.863326524,0.070617567,2.160573659,1.999434629,2.005267709,0.012048339,2.019400602,2.086932213,2.037354405,0.006042314,2.094349247,1.866757121,2.056539777,-0.012195273,1.864232118,1.577133623,2.032463546,-0.006079046,2.121691088,1.847528029,2.111509377,-0.006042314,2.00650775,2.094014553,1.759082443,-0.006042314,1.936040172,1.759477205,2.027607366,-0.018349139
795,30.1,2.167293911,2.092124852,2.169271779,0.023810649,2.037030814,2.054748929,2.094667989,0.012345836,1.647273447,2.02103078,2.146050622,0.024097552,2.082310984,2.034925936,1.984798399,-0.006116227,1.93410606,1.905168318,1.865270159,0.018127385,2.162904119,2.00129423,2.008949259,0.012048339,2.020816698,2.087398523,2.038298693,0.006042314,2.095780204,1.867720049,2.059912462,-0.012195273,1.866400846,1.577133623,2.032921526,-0.006079046,2.123116605,1.848454813,2.11339173,-0.006042314,2.006939996,2.098389013,1.764748181,-0.012121361,1.940538605,1.761721875,2.030308853,-0.018349139
810,30.1,2.167293911,2.092993662,2.171014699,0.029675768,2.039261464,2.054748929,2.095112335,0.00619197,1.649251687,2.023377648,2.147481578,0.024097552,2.083265638,2.03590441,1.986264317,0,1.977547234,1.907670196,1.867210024,0,2.162904119,2.002686665,2.011701554,0.012048339,2.021288285,2.088330489,2.039242089,0,2.096733039,1.868201165,2.061354423,-0.012195273,1.868132448,1.578500677,2.033836858,-0.006079046,2.125014139,1.848454813,2.114801174,-0.012121361,2.008235612,2.102744421,1.7682189,-0.012121361,1.942780256,1.763961518,2.031656865,-0.018349139
825,30,2.166412854,2.09472902,2.174057518,0.011976191,2.039706998,2.055641388,2.095112335,0.00619197,1.577573112,2.015375722,2.147481578,0.024097552,2.083742624,2.03590441,1.986264317,-0.006116227,1.991293155,1.909667201,1.867694403,0.053425167,2.164764585,2.003613879,2.015815846,0.006042314,2.022230792,2.088330489,2.039713453,0,2.098160591,1.869643126,2.062314577,-0.012195273,1.869861057,1.579865865,2.034751353,-0.006079046,2.127853705,1.848917883,2.117145841,-0.012121361,2.007372054,2.107080941,1.771245929,-0.012121361,1.944569966,1.765749627,2.032554531,-0.018349139
840,30.1,2.166412854,2.093427784,2.174057518,0.011976191,2.040152333,2.055641388,2.096000434,0.00619197,1.620176957,2.00873748,2.147481578,0.030032287,2.084219382,2.037370328,1.987240403,0,2.003890221,1.912157862,1.86672541,0.012121361,2.165229161,2.005465731,2.020367515,0.006042314,2.023172412,2.088796147,2.040184596,0,2.099586108,1.871083011,2.064232123,-0.018349139,1.870292743,1.580320514,2.035208287,-0.006079046,2.127853705,1.848454813,2.11808217,-0.006042314,2.007372054,2.109673855,1.772971555,-0.012121361,1.945463621,1.766642485,2.033003062,-0.018349139
855,30.1,2.165972034,2.094295463,2.174491452,0.029675768,2.04148715,2.056978584,2.096000434,0.00619197,1.615588624,2.000137332,2.148434413,0.024097552,2.085172216,2.038346414,1.987728089,0,2.014903021,1.914145934,1.867210024,0.006079046,2.166621595,2.008698244,2.022635604,0.012048339,2.025052996,2.089726812,2.040184596,0,2.099586108,1.87060328,2.064232123,-0.012195273,1.870292743,1.580320514,2.036577837,0.006042314,2.12974228,1.847991528,2.119952204,-0.006042314,2.006939996,2.110536668,1.772971555,-0.012121361,1.946356478,1.766642485,2.032554531,-0.018349139
870,30.1,2.165972034,2.093427784,2.175358754,0.017910927,2.04059747,2.05742392,2.096887746,0,1.596501121,2.0158482,2.149861965,0.024097552,2.085172216,2.03785849,1.988702748,0,2.023437923,1.914642336,1.867694403,0.035932009,2.16708531,2.010540713,2.028508673,0.006042314,2.025052996,2.089726812,2.040655517,0,2.101009596,1.87060328,2.065189519,-0.018349139,1.870724242,1.580774956,2.037033938,-0.006079046,2.131156374,1.849380739,2.122284838,-0.012121361,2.006075318,2.112260063,1.775124409,-0.012121361,1.948139804,1.768425811,2.033899521,-0.024541109
885,30.1,2.166853479,2.092124852,2.175792124,0.017910927,2.042376039,2.057869056,2.097774271,0.00619197,1.660551242,2.018678391,2.150812536,0.024097552,2.085648294,2.038346414,1.988215537,0,2.025795859,1.91662548,1.866240562,0.064919546,2.168475164,2.014215499,2.033451392,0.006042314,2.025991963,2.09019182,2.041596693,0,2.101483642,1.872041784,2.066623896,-0.018349139,1.871586683,1.581229192,2.037033938,-0.006079046,2.131156374,1.849843381,2.123681812,-0.006042314,2.005642698,2.113550664,1.776843361,-0.012121361,1.949919956,1.768871146,2.034795177,-0.024541109
900,30.1,2.165531019,2.092124852,2.176225306,-0.012121361,2.043264138,2.057869056,2.09866001,0,1.642310657,2.011113343,2.151762203,0.024097552,2.086599768,2.03785849,1.989676458,-0.006116227,2.028618062,1.917120652,1.867694403,0.047628049,2.169863089,2.01604784,2.037030814,0,2.025991963,2.09019182,2.042066949,0.012048339,2.101483642,1.872520826,2.068056219,-0.018349139,1.872878951,1.580320514,2.037945515,-0.006079046,2.132568471,1.848917883,2.124612044,-0.012121361,2.004776897,2.114839601,1.778130638,-0.012121361,1.951252993,1.769316283,2.035242705,-0.024541109
915,30.1,2.167734149,2.092124852,2.175358754,-0.018237588,2.042820187,2.05742392,2.098217239,0.00619197,1.628282371,2.013483574,2.151287482,0.018127385,2.087075167,2.038346414,1.988215537,-0.006116227,2.030026182,1.921566201,1.868662457,0.006079046,2.170325303,2.019246381,2.040152333,0.006042314,2.026461116,2.090656612,2.041596693,0.006042314,2.10243106,1.872999638,2.069009963,-0.018349139,1.872878951,1.580774956,2.038400992,-0.006079046,2.133038728,1.848454813,2.125076836,-0.012121361,2.004343715,2.11569797,1.77770173,-0.012121361,1.951252993,1.769316283,2.034795177,-0.024541109
930,30.1,2.167734149,2.09082022,2.173189086,-0.018237588,2.043707892,2.059203279,2.098217239,-0.018809332,1.626262169,2.00826163,2.151287482,0.018127385,2.087550339,2.0388341,1.989189721,-0.012270093,2.032836488,1.921566201,1.869146133,0.030032287,2.171249091,2.021979868,2.04415145,-0.012195273,2.027398763,2.090656612,2.042066949,0,2.10243106,1.873478222,2.069962798,-0.018349139,1.873309336,1.580320514,2.039311324,-0.006079046,2.134448171,1.848917883,2.127397561,-0.012121361,2.003476789,2.116126878,1.778130638,-0.012121361,1.952140699,1.768871146,2.033451392,-0.024541109
945,30.1,2.1690537,2.09082022,2.173623396,0.006006024,2.04459481,2.059647625,2.098217239,-0.018809332,1.629290944,2.007309249,2.151287482,0.018127385,2.088025285,2.0388341,1.989189721,-0.006116227,2.034238685,1.924518959,1.869629575,0.047628049,2.172172026,2.02651914,2.047692843,-0.012195273,2.027398763,2.091121189,2.042536985,-0.006079046,2.103377582,1.873478222,2.070438875,-0.018349139,1.873739536,1.580774956,2.03976618,-0.006079046,2.134448171,1.848917883,2.128787416,-0.018237588,2.00260911,2.117412501,1.778987904,-0.012121361,1.952584256,1.769761222,2.034795177,-0.024541109
960,30.1,2.170810398,2.089949519,2.173623396,-0.006042314,2.04459481,2.059647625,2.099102586,-0.018809332,1.63281296,2.020090488,2.152236699,0.018127385,2.087550339,2.039321548,1.989676458,-0.006116227,2.03657132,1.927463024,1.869629575,0.030032287,2.172172026,2.030135781,2.050781308,-0.012195273,2.028335531,2.091585549,2.042066949,-0.006079046,2.102904433,1.873478222,2.07139035,-0.018349139,1.874599382,1.580320514,2.03976618,-0.006079046,2.135386698,1.848917883,2.129250272,-0.018237588,2.002174988,2.117840675,1.780272425,-0.012121361,1.952584256,1.771094852,2.034795177,-0.024541109
975,30.1,2.170371513,2.08907806,2.174057518,0,2.04415145,2.059647625,2.099544966,0,1.645787194,2.020090488,2.15271097,0.018127385,2.087550339,2.0388341,1.988702748,-0.006116227,2.035638919,1.928931813,1.869146133,0.012121361,2.173554833,2.032839703,2.052981529,0,2.028335531,2.091585549,2.042536985,0.006042314,2.103377582,1.873956576,2.071865748,-0.018349139,1.875458488,1.579865865,2.040220829,-0.006079046,2.136324344,1.848917883,2.129250272,-0.018237588,2.001306178,2.117840675,1.780700233,-0.012121361,1.953027617,1.770205963,2.034795177,-0.024541109
990,30.1,2.171687591,2.087332858,2.173189086,0,2.04459481,2.059647625,2.099102586,-0.00623055,1.642310657,2.017735884,2.153658837,0.024097552,2.088500006,2.039321548,1.989189721,-0.006116227,2.039363318,1.934785488,1.869146133,0,2.174015344,2.035536334,2.05561542,0,2.029271422,2.092049694,2.042536985,0,2.103850507,1.873956576,2.070914725,-0.018349139,1.875458488,1.579865865,2.040675271,-0.006079046,2.136324344,1.848454813,2.129250272,-0.018237588,2.000436613,2.117840675,1.781127857,-0.012121361,1.951696945,1.769316283,2.034795177,-0.024541109
1005,30.1,2.171687591,2.086459114,2.171885021,0,2.04415145,2.060091773,2.099102586,-0.018809332,1.645787194,2.010638622,2.153658837,0.035932009,2.088974502,2.039321548,1.989189721,0,2.039827894,1.936729123,1.870595759,0.041797129,2.174015344,2.040461349,2.058242392,0.006042314,2.029271422,2.092049694,2.043006799,-0.006079046,2.103850507,1.873956576,2.070914725,-0.018349139,1.875887765,1.580320514,2.041129506,-0.006079046,2.136792838,1.847991528,2.130175341,-0.018237588,1.999566291,2.117840675,1.781555299,-0.012121361,1.951696945,1.768425811,2.033899521,-0.024541109
1020,30.1,2.17300194,2.086021956,2.171014699,0,2.04459481,2.060091773,2.09866001,-0.02515856,1.640318625,2.007309249,2.154132434,0.024097552,2.088974502,2.0388341,1.990162957,-0.006116227,2.040292255,1.940121421,1.870112783,0,2.174475644,2.044028005,2.05867955,0,2.02973904,2.092049694,2.042536985,0.006042314,2.104323208,1.874912599,2.070914725,-0.018349139,1.876745766,1.579865865,2.041129506,-0.006079046,2.138197004,1.847991528,2.129712913,-0.018237588,1.998259386,2.116984144,1.781982558,-0.012121361,1.951696945,1.768425811,2.033899521,-0.024541109
1035,30,2.174314563,2.085147065,2.170579254,0,2.04459481,2.060091773,2.09866001,-0.02515856,1.640318625,2.007309249,2.154605807,0.024097552,2.088974502,2.039321548,1.991135247,-0.006116227,2.042147543,1.95022981,1.872043286,0.070617567,2.174935731,2.046694673,2.060426276,0,2.02973904,2.092513623,2.043476393,-0.006079046,2.104323208,1.874434702,2.070438875,-0.018349139,1.87717449,1.580320514,2.041583536,-0.006079046,2.138197004,1.847991528,2.129712913,-0.018237588,1.997387166,2.116126878,1.782836529,-0.012121361,1.952140699,1.769761222,2.033451392,-0.024541109
1050,30.1,2.173439672,2.085584606,2.169707794,0,2.045480942,2.060535725,2.09866001,0.00619197,1.635321113,2.00635596,2.153658837,0.024097552,2.089448773,2.039808759,1.99064922,-0.006116227,2.046309398,1.956436562,1.870595759,0.076283305,2.176314725,2.048911478,2.060862481,0,2.031140582,2.092513623,2.043476393,0.047346121,2.103377582,1.875390268,2.07139035,-0.018349139,1.878031388,1.580320514,2.041583536,-0.006079046,2.137729168,1.848454813,2.130175341,-0.018237588,1.996514184,2.116555603,1.783689772,-0.012121361,1.953470781,1.769761222,2.033003062,-0.024541109
1065,30.1,2.172125899,2.083394984,2.169271779,-0.024391453,2.045480942,2.060535725,2.099102586,0,1.646282857,2.002054878,2.153185016,0.035932009,2.089922819,2.0388341,1.989676458,-0.006116227,2.045386037,1.972489787,1.870112783,0.053425167,2.176314725,2.048911478,2.06173432,0,2.031140582,2.092513623,2.043476393,-0.006079046,2.103850507,1.875390268,2.070914725,-0.018349139,1.878459562,1.579865865,2.041583536,-0.006079046,2.138197004,1.848454813,2.130175341,-0.018237588,1.996514184,2.116126878,1.783263241,-0.012121361,1.953027617,1.769316283,2.033451392,-0.024541109
1080,30.1,2.171249091,2.085147065,2.168399179,-0.024391453,2.045037975,2.060979479,2.09866001,-0.00623055,1.645787194,1.995809362,2.153658837,0.018127385,2.089922819,2.0388341,1.989189721,-0.006116227,2.044924037,1.981349719,1.871078501,0.059188871,2.177232998,2.05068139,2.0626054,0,2.032073853,2.092513623,2.043945766,0,2.103850507,1.874912599,2.070438875,-0.018349139,1.878459562,1.580320514,2.041583536,-0.006079046,2.139132021,1.848454813,2.130637555,-0.018237588,1.995203282,2.116555603,1.78411612,-0.018237588,1.953027617,1.767980277,2.033899521,-0.030771659
1095,30.1,2.169932435,2.085147065,2.167525816,-0.012121361,2.045037975,2.060535725,2.09866001,-0.02515856,1.647768374,1.994362532,2.153658837,0.018127385,2.089922819,2.040782469,1.989189721,-0.012270093,2.044924037,1.988289372,1.873488721,0.041797129,2.17815043,2.052006771,2.063040656,-0.006079046,2.032073853,2.092977338,2.04441492,0,2.103850507,1.875390268,2.069486494,-0.018349139,1.87931536,1.579865865,2.041129506,-0.006079046,2.138664622,1.847991528,2.130175341,-0.018237588,1.994328391,2.115268877,1.784542287,-0.018237588,1.951252993,1.767534545,2.033899521,-0.030771659
1110,30.1,2.169932435,2.086459114,2.1657768,-0.012121361,2.045037975,2.061423036,2.098217239,-0.02515856,1.645787194,1.996772753,2.153658837,0.024097552,2.089922819,2.040782469,1.99064922,-0.006116227,2.045386037,1.991051805,1.880206597,0.087519378,2.179982771,2.052889383,2.064345288,0.006042314,2.033472129,2.093440837,2.043945766,0,2.103850507,1.874912599,2.070438875,-0.018349139,1.879742985,1.580320514,2.042037359,0,2.139599201,1.848454813,2.130637555,-0.018237588,1.99257631,2.114839601,1.78411612,-0.018237588,1.951252993,1.766642485,2.033899521,-0.030771659
1125,30.1,2.169932435,2.084271408,2.164901143,-0.012121361,2.04459481,2.060979479,2.098217239,-0.02515856,1.647768374,1.996291173,2.154132434,0.012121361,2.089922819,2.040295732,1.991135247,-0.012270093,2.049074377,1.988750308,1.886404471,0.087519378,2.181354827,2.054652275,2.064345288,-0.006079046,2.032540162,2.093440837,2.04441492,0,2.103850507,1.875390268,2.070914725,-0.024541109,1.880170427,1.580774956,2.042037359,-0.006079046,2.140066163,1.847064314,2.130637555,-0.024391453,1.991699117,2.11441014,1.784968272,-0.018237588,1.949919956,1.767088614,2.032554531,-0.030771659
1140,30.1,2.1690537,2.085147065,2.164463027,-0.006042314,2.045480942,2.062309561,2.098217239,-0.02515856,1.642808046,1.991946489,2.154605807,0.018127385,2.090396641,2.040295732,1.990162957,-0.018462063,2.048614078,1.985519287,1.893508455,0.047628049,2.183637412,2.057290799,2.065214098,0,2.033006254,2.093440837,2.043945766,-0.006079046,2.104795686,1.875867709,2.070438875,-0.024541109,1.880597686,1.580774956,2.042037359,0,2.140066163,1.847528029,2.130175341,-0.018237588,1.99213781,2.113980494,1.78411612,-0.012121361,1.949919956,1.766642485,2.033451392,-0.030771659
1155,30.1,2.168614043,2.084271408,2.164901143,-0.006042314,2.045480942,2.062309561,2.09866001,-0.02515856,1.640817005,1.990009442,2.155078956,0.018127385,2.089922819,2.041268968,1.990162957,-0.018462063,2.047231908,1.980420782,1.901499097,0.093090423,2.186369654,2.059484263,2.06564822,0,2.033472129,2.094367192,2.043945766,0,2.104323208,1.876344922,2.070914725,-0.024541109,1.881024762,1.580320514,2.042944389,0,2.140532908,1.847064314,2.130637555,-0.024391453,1.990821154,2.113550664,1.78411612,-0.018237588,1.949919956,1.767088614,2.033451392,-0.030771659
1170,30.1,2.168174193,2.084709333,2.163586218,-0.012121361,2.045037975,2.062309561,2.09866001,-0.02515856,1.642808046,1.985150346,2.155078956,0.012121361,2.090870238,2.041268968,1.99064922,-0.006116227,2.049074377,1.969675526,1.908961818,0.053425167,2.187278745,2.061672927,2.065214098,-0.006079046,2.033937786,2.093904122,2.04441492,0,2.104323208,1.876344922,2.071865748,-0.024541109,1.881878369,1.580774956,2.042490977,-0.006079046,2.140532908,1.847528029,2.131561343,-0.018237588,1.989942419,2.113120649,1.784542287,-0.018237588,1.950364499,1.766642485,2.033451392,-0.030771659
1185,30.1,2.168174193,2.083833292,2.164024719,-0.006042314,2.045037975,2.062309561,2.09866001,-0.02515856,1.64429873,1.979288092,2.155078956,0.012121361,2.09134361,2.041268968,1.991621038,-0.012270093,2.046770759,1.97436157,1.914522537,0.081917122,2.187732981,2.062983829,2.06564822,-0.018349139,2.034868452,2.094367192,2.044883853,0,2.104323208,1.875867709,2.070914725,-0.024541109,1.881878369,1.579865865,2.042490977,-0.006079046,2.140066163,1.847064314,2.130637555,-0.024391453,1.989942419,2.112690449,1.784968272,-0.018237588,1.950364499,1.766642485,2.033003062,-0.030771659
1200,30.1,2.168174193,2.084271408,2.163147525,-0.012121361,2.045480942,2.062309561,2.09866001,-0.02515856,1.649745636,1.977817143,2.155551881,0.012121361,2.09134361,2.041755231,1.991135247,-0.018462063,2.044461823,1.978094659,1.91636926,0.104140259,2.191811844,2.065164855,2.064345288,-0.018349139,2.034868452,2.094367192,2.04441492,0,2.103850507,1.875867709,2.07139035,-0.024541109,1.882731247,1.579865865,2.042490977,-0.006079046,2.140066163,1.847064314,2.130637555,-0.024391453,1.989062912,2.112690449,1.784542287,-0.012121361,1.950364499,1.767088614,2.033451392,-0.030771659
1215,30.1,2.168174193,2.084271408,2.164024719,-0.012121361,2.045923714,2.062309561,2.09866001,-0.02515856,1.655654073,1.984175687,2.156024582,0.012121361,2.091816759,2.041755231,1.993076995,-0.012270093,2.042610827,1.968735676,1.919132965,0.087519378,2.193619346,2.066906258,2.06173432,-0.018349139,2.034403227,2.094830048,2.043945766,0.006042314,2.104795686,1.876344922,2.073290588,-0.024541109,1.882731247,1.579865865,2.042944389,0,2.140999435,1.847064314,2.132484278,-0.024391453,1.988622868,2.111398737,1.78411612,-0.012121361,1.950364499,1.765749627,2.033451392,-0.030771659
1230,30.1,2.168174193,2.084709333,2.163586218,-0.024391453,2.045923714,2.062752529,2.098217239,-0.02515856,1.659084608,1.982223515,2.155551881,0.006079046,2.09134361,2.042241258,1.992106592,-0.024692613,2.039363318,1.97014512,1.920971201,0.047628049,2.195874138,2.067775823,2.058242392,-0.018349139,2.034868452,2.094830048,2.044883853,0.012048339,2.105267941,1.876344922,2.074239354,-0.024541109,1.882731247,1.579865865,2.043397595,-0.006079046,2.141465744,1.847528029,2.132022917,-0.024391453,1.987742198,2.110967795,1.784968272,-0.018237588,1.949919956,1.765749627,2.033003062,-0.037041272
1245,30.1,2.168614043,2.083833292,2.162269562,-0.024391453,2.045923714,2.062309561,2.09866001,-0.02515856,1.664938283,1.976835307,2.155551881,0.006079046,2.092289684,2.041755231,1.992591912,-0.018462063,2.039363318,1.972489787,1.920971201,0.070617567,2.195874138,2.068210322,2.054738227,-0.018349139,2.034868452,2.095292689,2.044883853,-0.006079046,2.104323208,1.876821908,2.074239354,-0.024541109,1.882731247,1.579865865,2.042944389,-0.006079046,2.140999435,1.847528029,2.132022917,-0.024391453,1.987301573,2.110105355,1.783689772,-0.018237588,1.950364499,1.766196156,2.032554531,-0.030771659
1260,30.1,2.168614043,2.083833292,2.16270864,-0.024391453,2.045480942,2.062309561,2.097774271,-0.02515856,1.662503414,1.976344027,2.155551881,0.012121361,2.091816759,2.042241258,1.992591912,-0.024692613,2.041684043,1.972958061,1.917752067,0.087519378,2.198573195,2.069946434,2.05122174,-0.018349139,2.034868452,2.095755117,2.044883853,0.006042314,2.104323208,1.877775197,2.0747134,-0.024541109,1.882731247,1.579411009,2.043397595,0,2.140999435,1.847991528,2.133867085,-0.024391453,1.985978529,2.109673855,1.783689772,-0.018237588,1.950364499,1.766642485,2.032105799,-0.037041272
1275,30.1,2.167734149,2.083394984,2.161830291,-0.024391453,2.045480942,2.062752529,2.097774271,-0.02515856,1.659084608,1.9783077,2.157441348,0.030032287,2.09134361,2.043212603,1.992591912,-0.024692613,2.043073898,1.967324244,1.915446325,0.087519378,2.203055498,2.071679536,2.048576236,-0.006079046,2.034868452,2.095755117,2.045352566,0,2.104795686,1.878251501,2.074239354,-0.024541109,1.882304899,1.579411009,2.042944389,-0.006079046,2.141465744,1.847064314,2.133406362,-0.024391453,1.98332718,2.108378238,1.783689772,-0.018237588,1.950364499,1.766642485,2.032105799,-0.030771659
1290,30,2.167293911,2.083394984,2.161390828,-0.024391453,2.045480942,2.063195301,2.09866001,-0.02515856,1.663478073,1.977326345,2.156024582,0.018127385,2.092289684,2.042727049,1.992106592,-0.024692613,2.041684043,1.970614493,1.913135254,0.081917122,2.202160643,2.072977395,2.04459481,-0.006079046,2.034868452,2.095755117,2.045352566,0,2.104323208,1.877298666,2.072815867,-0.024541109,1.882304899,1.578500677,2.043850597,0,2.141465744,1.846600385,2.132945426,-0.024391453,1.9815557,2.107945993,1.783263241,-0.018237588,1.950364499,1.766642485,2.031656865,-0.037041272
1305,30,2.166412854,2.084709333,2.160951171,-0.018237588,2.045480942,2.062752529,2.097774271,-0.02515856,1.667367237,1.9783077,2.156497061,0.006079046,2.092289684,2.042241258,1.991621038,-0.024692613,2.041220329,1.974828969,1.915446325,0.093090423,2.20439628,2.073409641,2.04148715,-0.006079046,2.034868452,2.096217331,2.044883853,0,2.104795686,1.877775197,2.074239354,-0.024541109,1.881878369,1.5780452,2.043397595,0,2.141465744,1.846600385,2.132484278,-0.024391453,1.979336929,2.107080941,1.782409635,-0.018237588,1.949919956,1.766642485,2.03120773,-0.037041272
1320,30.1,2.165972034,2.085584606,2.160951171,-0.018237588,2.045037975,2.063195301,2.097331106,-0.031548358,1.674618901,1.977817143,2.155551881,0.006079046,2.092762386,2.043697922,1.992591912,-0.024692613,2.042610827,1.980420782,1.922347663,0.041797129,2.20662693,2.073841699,2.037923672,-0.006079046,2.03533346,2.096679332,2.045352566,0,2.104795686,1.878727578,2.0747134,-0.024541109,1.882304899,1.578955947,2.043850597,-0.006079046,2.140532908,1.846600385,2.132484278,-0.024391453,1.97844804,2.10751356,1.782836529,-0.018237588,1.949919956,1.766196156,2.030308853,-0.037041272
1335,30.1,2.165972034,2.084709333,2.160951171,-0.024391453,2.045480942,2.062752529,2.097331106,-0.031548358,1.674618901,1.976344027,2.156969316,0.024097552,2.092289684,2.043697922,1.992106592,-0.024692613,2.043536753,1.984131362,1.926008995,0.041797129,2.207962936,2.074705257,2.036137159,-0.006079046,2.034868452,2.096679332,2.046289334,0,2.104795686,1.878727578,2.075187222,-0.024541109,1.881878369,1.578955947,2.043397595,0,2.141931836,1.84613624,2.132022917,-0.024391453,1.975330691,2.105348589,1.781127857,-0.018237588,1.949475215,1.766196156,2.029859112,-0.037041272
1350,30.1,2.164648407,2.084709333,2.162269562,-0.030583423,2.045923714,2.063195301,2.097774271,-0.031548358,1.676543829,1.975360743,2.157441348,0.024097552,2.092762386,2.044667855,1.992591912,-0.024692613,2.043999395,1.979025758,1.925094918,0.041797129,2.209297159,2.075999197,2.032554531,-0.006079046,2.034868452,2.097602693,2.04582106,0,2.104795686,1.878727578,2.0747134,-0.024541109,1.881451657,1.578500677,2.043850597,-0.006079046,2.141931836,1.847064314,2.131099556,-0.024391453,1.974438233,2.104047352,1.780272425,-0.018237588,1.949475215,1.766196156,2.028959022,-0.037041272
1365,30.1,2.163765015,2.083394984,2.161390828,-0.030583423,2.045480942,2.062752529,2.097331106,-0.031548358,1.675581828,1.973884001,2.156969316,0.030032287,2.092762386,2.043212603,1.994530836,-0.018462063,2.046770759,1.981349719,1.926922237,0.030032287,2.211073358,2.076430139,2.03120773,-0.018349139,2.03533346,2.097602693,2.045352566,-0.006079046,2.104795686,1.878727578,2.0747134,-0.024541109,1.881451657,1.5780452,2.043397595,0.006042314,2.141931836,1.847528029,2.128787416,-0.024391453,1.971756067,2.10317892,1.779844435,-0.018237588,1.949475215,1.766196156,2.028508673,-0.037041272
1380,30.1,2.161995885,2.082956484,2.161390828,-0.030583423,2.045480942,2.063195301,2.097774271,-0.031548358,1.683729489,1.976835307,2.156497061,0.012121361,2.092762386,2.045152468,1.993076995,-0.024692613,2.046770759,1.972489787,1.920052505,0.035932009,2.21328918,2.077291466,2.03120773,-0.018349139,2.035798252,2.098064054,2.04582106,-0.006079046,2.105267941,1.878251501,2.074239354,-0.030771659,1.880597686,1.577589515,2.043850597,-0.006079046,2.141931836,1.847991528,2.124612044,-0.030583423,1.969963952,2.101439789,1.778559363,-0.024391453,1.94858514,1.765749627,2.027607366,-0.037041272
