Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.023076923,0.021126761,0.022900763,-0.006024096,0.044520548,0.06271777,0.050541516,0,0.023136247,0.046099291,0.028571429,0,0.049808429,0.041198502,0.071174377,0,0.128571429,0.057239057,0.10031348,0,0.113360324,0.134020619,0.136986301,0,0.053380783,0.142857143,0.061594203,0,0.073643411,0.049844237,0.064150943,0,0.081232493,0.041942605,0.045454545,0,0.043650794,0.094117647,0.06614786,0,0.038585209,0.010676157,0.081218274,0,0.059375,0.039164491,0.119863014,-0.006060606
30,0.05,0.056338028,0.057251908,-0.006024096,0.099315068,0.132404181,0.155234657,0,0.053984576,0.106382979,0.073469388,0.006097561,0.134099617,0.104868914,0.153024911,0,0.267857143,0.101010101,0.128526646,0,0.24291498,0.281786942,0.29109589,0,0.128113879,0.330827068,0.148550725,0.006060606,0.19379845,0.105919003,0.139622642,-0.006060606,0.170868347,0.061810155,0.118881119,0,0.119047619,0.214705882,0.151750973,0,0.080385852,0.06405694,0.124365482,0,0.128125,0.093994778,0.22260274,-0.006060606
45,0.076923077,0.088028169,0.08778626,-0.006024096,0.171232877,0.212543554,0.292418773,0,0.095115681,0.163120567,0.118367347,0.006097561,0.233716475,0.164794007,0.224199288,0,0.367857143,0.134680135,0.169278997,0,0.408906883,0.432989691,0.434931507,0,0.195729537,0.462406015,0.231884058,0,0.325581395,0.177570093,0.218867925,-0.006060606,0.226890756,0.103752759,0.230769231,0,0.194444444,0.364705882,0.206225681,0,0.131832797,0.12455516,0.139593909,0,0.1875,0.140992167,0.280821918,-0.006060606
60,0.115384615,0.11971831,0.133587786,-0.006024096,0.246575342,0.306620209,0.42599278,0,0.154241645,0.24822695,0.179591837,0.006097561,0.360153257,0.265917603,0.309608541,0,0.453571429,0.175084175,0.200626959,0,0.587044534,0.594501718,0.575342466,0,0.256227758,0.590225564,0.311594203,0,0.492248062,0.249221184,0.332075472,-0.006060606,0.316526611,0.181015453,0.311188811,0,0.273809524,0.538235294,0.287937743,-0.006024096,0.170418006,0.1886121,0.192893401,0,0.2625,0.206266319,0.352739726,-0.006060606
75,0.176923077,0.161971831,0.190839695,-0.006024096,0.359589041,0.400696864,0.57400722,0,0.233933162,0.368794326,0.248979592,0,0.53256705,0.370786517,0.409252669,0,0.546428571,0.225589226,0.247648903,0.012195122,0.773279352,0.762886598,0.719178082,0,0.334519573,0.733082707,0.402173913,0,0.666666667,0.333333333,0.452830189,-0.006060606,0.431372549,0.269315673,0.43006993,0,0.380952381,0.705882353,0.40077821,0,0.205787781,0.252669039,0.281725888,0,0.359375,0.266318538,0.452054795,-0.006060606
90,0.276923077,0.200704225,0.248091603,-0.006024096,0.441780822,0.494773519,0.718411552,0,0.33933162,0.539007092,0.334693878,0,0.697318008,0.490636704,0.508896797,0,0.657142857,0.286195286,0.297805643,0.024390244,0.971659919,0.910652921,0.845890411,0,0.427046263,0.860902256,0.492753623,0,0.817829457,0.420560748,0.550943396,-0.006060606,0.577030812,0.353200883,0.559440559,0,0.503968254,0.873529412,0.536964981,-0.006024096,0.263665595,0.323843416,0.38071066,0,0.465625,0.339425587,0.54109589,-0.006060606
105,0.392307692,0.253521127,0.312977099,-0.006024096,0.544520548,0.595818815,0.877256318,0,0.447300771,0.716312057,0.448979592,0.006097561,0.862068966,0.610486891,0.612099644,0,0.792857143,0.35016835,0.357366771,0.030487805,1.16194332,1.072164948,1,0,0.53024911,0.988721805,0.579710145,0,0.968992248,0.514018692,0.645283019,0,0.731092437,0.445916115,0.741258741,0,0.650793651,1.05,0.673151751,0,0.334405145,0.434163701,0.510152284,0,0.559375,0.420365535,0.640410959,-0.006060606
120,0.523076923,0.334507042,0.389312977,-0.006024096,0.657534247,0.714285714,1.061371841,0,0.557840617,0.865248227,0.571428571,0.006097561,1.034482759,0.74906367,0.722419929,-0.006097561,0.935714286,0.430976431,0.432601881,0.042682927,1.372469636,1.24742268,1.147260274,0,0.644128114,1.142857143,0.68115942,0,1.124031008,0.638629283,0.735849057,0,0.901960784,0.55187638,0.947552448,0,0.80952381,1.235294118,0.824902724,0,0.427652733,0.590747331,0.670050761,0,0.671875,0.511749347,0.753424658,-0.006060606
135,0.684615385,0.422535211,0.492366412,-0.006024096,0.787671233,0.857142857,1.263537906,0,0.678663239,1.031914894,0.726530612,0.012195122,1.210727969,0.876404494,0.850533808,-0.006097561,1.096428571,0.521885522,0.523510972,0.048780488,1.562753036,1.432989691,1.311643836,0,0.786476868,1.323308271,0.800724638,0,1.30620155,0.778816199,0.841509434,-0.006060606,1.089635854,0.686534216,1.178321678,0,0.96031746,1.420588235,0.996108949,0,0.575562701,0.779359431,0.83248731,0,0.796875,0.608355091,0.873287671,-0.006060606
150,0.865384615,0.538732394,0.606870229,-0.006024096,0.941780822,1.013937282,1.483754513,0,0.81748072,1.212765957,0.893877551,0.006097561,1.406130268,1.037453184,1.003558719,-0.006097561,1.289285714,0.626262626,0.639498433,0.036585366,1.777327935,1.625429553,1.479452055,0,0.939501779,1.526315789,0.938405797,0,1.496124031,0.919003115,0.966037736,-0.006060606,1.268907563,0.816777042,1.402097902,0,1.107142857,1.602941176,1.178988327,0,0.720257235,0.978647687,0.994923858,0,0.9125,0.723237598,0.989726027,-0.006060606
165,1.065384615,0.661971831,0.717557252,-0.006024096,1.092465753,1.174216028,1.725631769,0,0.982005141,1.414893617,1.081632653,0.006097561,1.624521073,1.202247191,1.160142349,-0.006097561,1.478571429,0.744107744,0.742946708,0.048780488,1.987854251,1.835051546,1.650684932,0.012121212,1.09252669,1.729323308,1.09057971,0,1.705426357,1.065420561,1.101886792,-0.006060606,1.450980392,0.958057395,1.611888112,-0.006060606,1.28968254,1.785294118,1.361867704,0,0.881028939,1.181494662,1.157360406,-0.006024096,1.034375,0.853785901,1.123287671,-0.006060606
180,1.276923077,0.813380282,0.847328244,-0.006024096,1.273972603,1.348432056,1.989169675,0,1.141388175,1.620567376,1.285714286,0.006097561,1.858237548,1.393258427,1.341637011,-0.006097561,1.707142857,0.875420875,0.855799373,0.048780488,2.226720648,2.04467354,1.849315068,0,1.241992883,1.928571429,1.239130435,0,1.930232558,1.239875389,1.252830189,-0.006060606,1.633053221,1.092715232,1.832167832,0,1.472222222,1.973529412,1.552529183,0,1.054662379,1.402135231,1.307106599,-0.006024096,1.175,0.976501305,1.280821918,-0.006060606
195,1.507692308,0.996478873,0.992366412,-0.006024096,1.462328767,1.554006969,2.288808664,0,1.313624679,1.815602837,1.497959184,0.006097561,2.091954023,1.595505618,1.53024911,-0.006097561,1.975,1.02020202,0.996865204,0.042682927,2.473684211,2.261168385,2.061643836,0,1.427046263,2.157894737,1.420289855,0,2.151162791,1.426791277,1.422641509,-0.006060606,1.826330532,1.245033113,2.062937063,0,1.674603175,2.170588235,1.762645914,0,1.250803859,1.62633452,1.492385787,0,1.3125,1.130548303,1.462328767,-0.006060606
210,1.753846154,1.214788732,1.164122137,-0.006024096,1.660958904,1.773519164,2.559566787,0,1.493573265,2.035460993,1.718367347,0.006097561,2.333333333,1.805243446,1.711743772,-0.006097561,2.217857143,1.191919192,1.131661442,0.054878049,2.732793522,2.508591065,2.26369863,0.006060606,1.622775801,2.383458647,1.608695652,0,2.406976744,1.6105919,1.6,-0.006060606,2.019607843,1.395143488,2.311188811,-0.006060606,1.892857143,2.367647059,1.988326848,0,1.450160772,1.864768683,1.672588832,-0.006024096,1.459375,1.266318538,1.602739726,-0.006060606
225,2.023076923,1.503521127,1.339694656,-0.006024096,1.897260274,2.010452962,2.85198556,0,1.673521851,2.244680851,1.951020408,0.012195122,2.570881226,2.003745318,1.90747331,-0.006097561,2.453571429,1.353535354,1.29153605,0.054878049,2.971659919,2.731958763,2.489726027,0.012121212,1.818505338,2.616541353,1.815217391,0,2.639534884,1.797507788,1.788679245,-0.006060606,2.204481793,1.55187638,2.548951049,-0.006060606,2.103174603,2.564705882,2.214007782,-0.006024096,1.643086817,2.103202847,1.850253807,-0.006024096,1.596875,1.428198433,1.784246575,-0.012121212
240,2.276923077,1.809859155,1.545801527,0,2.099315068,2.25087108,3.086642599,0,1.845758355,2.471631206,2.212244898,0,2.831417625,2.232209738,2.103202847,-0.006097561,2.657142857,1.542087542,1.467084639,0.06097561,3.230769231,2.951890034,2.695205479,0.012121212,2.017793594,2.853383459,2.02173913,0,2.899224806,1.990654206,2.011320755,-0.006060606,2.389355742,1.697571744,2.793706294,0,2.329365079,2.773529412,2.428015564,-0.006024096,1.848874598,2.348754448,2.017766497,-0.006024096,1.734375,1.590078329,1.941780822,-0.012121212
255,2.553846154,2.112676056,1.763358779,-0.006024096,2.376712329,2.508710801,3.350180505,0,2.028277635,2.691489362,2.481632653,0.012195122,3.084291188,2.456928839,2.31316726,-0.006097561,2.864285714,1.737373737,1.63322884,0.067073171,3.489878543,3.175257732,2.917808219,0.012121212,2.238434164,3.097744361,2.235507246,0,3.11627907,2.186915888,2.21509434,-0.006060606,2.574229692,1.847682119,3.034965035,0.006060606,2.567460317,2.973529412,2.645914397,-0.006024096,2.054662379,2.583629893,2.195431472,-0.006024096,1.89375,1.767624021,2.167808219,-0.006060606
270,2.819230769,2.408450704,2,-0.006024096,2.626712329,2.756097561,3.584837545,0,2.218508997,2.943262411,2.734693878,0.012195122,3.318007663,2.677902622,2.53024911,-0.006097561,3.017857143,1.939393939,1.827586207,0.067073171,3.740890688,3.388316151,3.136986301,0.012121212,2.448398577,3.330827068,2.460144928,0,3.375968992,2.392523364,2.430188679,-0.006060606,2.759103641,1.995584989,3.27972028,-0.006060606,2.805555556,3.164705882,2.875486381,-0.006024096,2.266881029,2.8113879,2.365482234,-0.006024096,2.034375,1.971279373,2.359589041,-0.006060606
285,3.103846154,2.669014085,2.232824427,-0.006024096,2.880136986,3.048780488,3.83032491,0.02484472,2.395886889,3.163120567,3.008163265,0.006097561,3.567049808,2.917602996,2.729537367,-0.006097561,3.214285714,2.148148148,2.003134796,0.067073171,4.008097166,3.587628866,3.363013699,0.012121212,2.676156584,3.578947368,2.695652174,0,3.600775194,2.588785047,2.652830189,-0.006060606,2.93837535,2.130242826,3.517482517,-0.006060606,3.063492063,3.344117647,3.116731518,0,2.485530547,3.060498221,2.535532995,-0.006024096,2.215625,2.125326371,2.592465753,-0.012121212
300,3.334615385,2.876760563,2.511450382,-0.006024096,3.123287671,3.25087108,4.032490975,0.01863354,2.562982005,3.393617021,3.269387755,0.018292683,3.800766284,3.157303371,2.939501779,-0.006097561,3.339285714,2.34006734,2.191222571,0.073170732,4.24291498,3.797250859,3.561643836,0.018181818,2.889679715,3.808270677,2.916666667,0,3.837209302,2.788161994,2.883018868,-0.006060606,3.109243697,2.267108168,3.755244755,-0.006060606,3.297619048,3.523529412,3.350194553,-0.006024096,2.697749196,3.295373665,2.703045685,-0.006024096,2.4125,2.268929504,2.794520548,-0.012121212
315,3.515384615,3.105633803,2.805343511,-0.006024096,3.308219178,3.487804878,4.194945848,0.01863354,2.714652956,3.624113475,3.542857143,0.012195122,4.019157088,3.415730337,3.149466192,-0.006097561,3.514285714,2.542087542,2.379310345,0.073170732,4.502024291,4.003436426,3.76369863,0.012121212,3.117437722,4.041353383,3.141304348,0,4.073643411,2.99376947,3.132075472,-0.006060606,3.268907563,2.397350993,3.993006993,-0.006060606,3.547619048,3.682352941,3.583657588,-0.006024096,2.91318328,3.540925267,2.85786802,-0.006024096,2.615625,2.404699739,2.97260274,-0.012121212
330,3.692307692,3.302816901,3.08778626,-0.006024096,3.5,3.731707317,4.397111913,0.01863354,2.868894602,3.84751773,3.816326531,0.018292683,4.237547893,3.640449438,3.352313167,-0.006097561,3.646428571,2.747474747,2.573667712,0.06097561,4.740890688,4.195876289,3.952054795,0.018181818,3.341637011,4.27443609,3.365942029,0,4.290697674,3.183800623,3.366037736,-0.006060606,3.422969188,2.523178808,4.223776224,-0.006060606,3.793650794,3.835294118,3.817120623,-0.006024096,3.131832797,3.761565836,3.007614213,-0.006024096,2.834375,2.545691906,3.136986301,-0.012121212
345,3.911538462,3.475352113,3.419847328,-0.006024096,3.664383562,3.919860627,4.55234657,0.01863354,3.015424165,4.056737589,4.07755102,0.018292683,4.455938697,3.883895131,3.565836299,-0.006097561,3.807142857,2.939393939,2.749216301,0.030487805,4.991902834,4.381443299,4.154109589,0.012121212,3.56227758,4.496240602,3.601449275,0,4.542635659,3.3894081,3.60754717,-0.006060606,3.574229692,2.6401766,4.437062937,-0.006060606,4.03968254,3.982352941,4.046692607,-0.006024096,3.331189711,3.989323843,3.154822335,-0.006024096,3.034375,2.671018277,3.318493151,-0.012121212
360,4.119230769,3.658450704,3.736641221,-0.006024096,3.811643836,4.059233449,4.700361011,0.01242236,3.174807198,4.265957447,4.334693878,0.006097561,4.662835249,4.123595506,3.765124555,-0.006097561,3.925,3.131313131,2.943573668,0.054878049,5.218623482,4.549828179,4.342465753,0.018181818,3.775800712,4.714285714,3.81884058,0,4.751937984,3.576323988,3.837735849,-0.006060606,3.705882353,2.748344371,4.653846154,-0.006060606,4.281746032,4.120588235,4.284046693,-0.006024096,3.524115756,4.213523132,3.291878173,-0.006024096,3.196875,2.778067885,3.5,-0.012121212
375,4.330769231,3.852112676,4.045801527,-0.006024096,3.989726027,4.177700348,4.826714801,0.01863354,3.30848329,4.453900709,4.595918367,0.018292683,4.858237548,4.329588015,3.971530249,-0.006097561,4.071428571,3.316498316,3.109717868,0.067073171,5.441295547,4.745704467,4.52739726,0.012121212,3.985765125,4.917293233,4.039855072,0,4.945736434,3.747663551,4.067924528,-0.006060606,3.831932773,2.854304636,4.856643357,-0.006060606,4.531746032,4.244117647,4.505836576,-0.006024096,3.707395498,4.40569395,3.418781726,-0.006024096,3.371875,2.885117493,3.633561644,-0.012121212
390,4.45,4.028169014,4.29389313,-0.006024096,4.143835616,4.289198606,4.931407942,0.01863354,3.431876607,4.634751773,4.836734694,0.018292683,5.038314176,4.554307116,4.15658363,-0.006097561,4.139285714,3.491582492,3.272727273,0.036585366,5.63562753,4.896907216,4.715753425,0.018181818,4.192170819,5.109022556,4.25,0.006060606,5.151162791,3.903426791,4.290566038,-0.006060606,3.943977591,2.947019868,5.034965035,-0.006060606,4.757936508,4.367647059,4.712062257,-0.006024096,3.881028939,4.597864769,3.543147208,-0.006024096,3.540625,2.979112272,3.767123288,-0.012121212
