Curve,b0,A,umax,L,z,umax.lw,umax.up,umax.lw.FI,umax.up.FI
A1,-8.3499,10.3775,0.0204,-552.2491,-2.6596,NA,NA,0.02,0.0207
A3,-0.5556,2.6695,0.0058,-135.704,-5.0928,0.0057,0.006,0.0058,0.0059
A4,-0.9432,3.1545,0.0057,-212.4,-5.6967,NA,NA,0.0057,0.0057
D2,-13.1628,15.392,0.0288,-618.0591,-4.1878,NA,NA,0.0287,0.0289
E1,-19.4759,21.7791,0.0459,-645.6182,-3.6727,NA,NA,0.0457,0.0462
